        UB            Time(s)
exec #1
       909                 0.0
       908               773.7
exec #2
       909                 0.0
       907                39.2
exec #3
       909                 0.0
exec #4
       909                 0.0
       908                75.3
exec #5
       909                 0.0
       908               864.0
exec #6
       909                 0.0
       908               509.0
exec #7
       909                 0.0
       908               528.6
exec #8
       909                 0.0
       908              1326.8
exec #9
       909                 0.0
exec #10
       909                 0.0
       908               213.5

solutions/BRKGA/R09_15_02_10             908             907             909             908             908             908             908             908             909             908       36007.520
