        UB            Time(s)
exec #1
      1140                 0.0
      1137               245.1
      1121               247.8
      1119              2462.8
exec #2
      1140                 0.0
      1132               499.6
      1131               504.9
      1121               505.8
exec #3
      1140                 0.0
      1137                33.0
      1130                33.8
      1121                36.6
exec #4
      1140                 0.0
      1138                38.8
      1133                77.3
      1119                78.1
exec #5
      1140                 0.0
      1121                32.8
      1119              2311.0
exec #6
      1140                 0.0
      1138               125.9
      1132               688.6
      1119               689.5
exec #7
      1140                 0.0
      1121               260.2
exec #8
      1140                 0.0
      1121               441.9
exec #9
      1140                 0.0
      1121                36.6
      1119              1824.1
exec #10
      1140                 0.0
      1121               524.8

solutions/BRKGA/R06_20_02_10            1119            1121            1121            1119            1119            1119            1121            1121            1119            1121       36013.744
