        UB            Time(s)
exec #1
       885                 0.0
       872                 2.0
       870                 3.8
       869                 4.1
       857                 4.3
       853                 4.7
       838                 6.3
       837                11.6
exec #2
       885                 0.0
       884                 1.9
       880                 3.7
       874                 4.5
       867                 4.7
       865                 4.9
       864                 5.1
       860                 5.3
       846                 5.8
       841                 8.3
       837                11.5
exec #3
       885                 0.0
       880                 4.5
       875                 4.6
       864                 4.8
       862                 5.0
       851                 5.2
       846                 5.9
       843                 6.1
       838                 6.6
       835                 8.9
exec #4
       885                 0.0
       867                 3.1
       854                 3.9
       849                 5.0
       844                 5.2
       838                 6.2
       832                 7.5
exec #5
       885                 0.0
       873                 3.4
       868                 4.0
       866                 5.4
       861                 5.6
       841                 6.2
       838                 8.5
       828                97.0
       824               109.1
       812              1268.6
exec #6
       885                 0.0
       872                 4.6
       860                 5.6
       846                 6.0
       838                 7.9
       835                14.4
exec #7
       885                 0.0
       876                 1.6
       870                 5.4
       838                 5.8
       835                 6.8
exec #8
       885                 0.0
       880                 3.4
       871                 4.9
       870                 5.1
       856                 5.5
       855                 5.7
       852                 6.3
       841                 6.9
       838                 7.9
       835                37.1
exec #9
       885                 0.0
       884                 3.8
       862                 3.9
       852                 4.5
       851                 4.9
       841                 5.5
       838                 7.7
exec #10
       885                 0.0
       880                 3.8
       868                 4.0
       864                 4.8
       852                 5.0
       851                 5.8
       841                 6.0
       838                 8.6
       831              1335.4
       828              1344.4
       824              1361.8

solutions/BRKGA/R08_12_01_05             837             837             835             832             812             835             835             835             838             824       36003.926
