        UB            Time(s)
exec #1
       501                 0.0
       496                 2.7
       491                 3.7
exec #2
       501                 0.0
       496                 2.6
       491                 4.3
exec #3
       501                 0.0
       496                 3.0
       491                 4.0
exec #4
       501                 0.0
       496                 2.1
       491                 3.1
exec #5
       501                 0.0
       496                 2.2
       491                 2.8
exec #6
       501                 0.0
       491                 2.3
exec #7
       501                 0.0
       496                 2.4
       491                 2.9
exec #8
       501                 0.0
       496                 1.8
       491                 3.8
exec #9
       501                 0.0
       496                 1.6
       491                 4.3
exec #10
       501                 0.0
       496                 2.1
       491                 3.3

solutions/BRKGA/R05_06_03_05             491             491             491             491             491             491             491             491             491             491       36001.504
