        UB            Time(s)
exec #1
       909                 0.0
       895                55.2
       887                64.3
       882                68.9
       881                71.5
       877                72.5
       874                75.0
       873                75.5
       872                76.0
       871                77.1
       864                77.6
       860                79.1
       853                80.6
       842                83.1
       840                87.5
       838                90.0
       836                95.5
       829               100.9
       827               120.0
       825               123.5
       821               165.3
       819               166.6
       817               167.6
       810               180.2
exec #2
       909                 0.0
       904                29.0
       899                38.5
       898                39.0
       891                39.6
       875                41.0
       868                48.0
       858                50.5
       842                54.0
       841                55.5
       829                59.4
       823                65.5
       820                67.5
       815                68.0
       814                73.6
       811                74.1
       804                90.3
       802               103.9
       800               414.6
exec #3
       909                 0.0
       903                49.6
       901                57.4
       900                59.2
       892                60.1
       890                65.3
       889                68.1
       887                71.3
       885               128.9
       884               131.1
       880               133.9
       868              2954.9
       867              2956.7
       862              2961.9
       852              2966.0
       847              2968.3
exec #4
       909                 0.0
       883                39.0
       875                51.0
       859                64.4
       851                65.9
       847                72.3
       841                73.8
       837                75.1
       833                84.1
       831                87.3
       828                88.8
       826                90.9
       824                95.6
       819                96.1
       818               137.7
       816               138.2
       814               156.4
       812               162.0
exec #5
       909                 0.0
       903                36.9
       900                44.6
       890                45.5
       884                46.9
       875               221.0
       873               306.3
       871               417.6
exec #6
       909                 0.0
       908                48.3
       906                61.8
       893                62.7
       882                71.4
       880                80.2
       878                82.9
       876                85.1
exec #7
       909                 0.0
       901                46.9
       888                54.4
       869                55.8
       865                73.9
       862                84.6
       861                85.1
       855                90.9
       849                99.9
       846               111.7
       845               114.0
       842               118.2
       841               133.5
       840               138.8
       839               139.8
exec #8
       909                 0.0
       900                29.9
       896                32.2
       877                36.5
       865                38.3
       862                40.6
       857                41.5
       856                42.0
       847                42.9
       846                44.3
       838                46.0
       836                48.8
       829                49.3
       825                57.4
       821                57.7
       816                66.3
       814                76.9
       812                86.6
       811               109.4
       804               146.5
       803               159.2
       802               168.2
exec #9
       909                 0.0
       900                35.7
       897                40.8
       889                42.2
       851                42.7
       848                51.9
       845                54.1
       836                58.7
       835                62.4
       832                63.3
       826                66.0
       824                70.0
       823                77.3
       822                79.9
       821                81.3
       819               161.6
       812               228.7
       811               232.0
       810               233.9
exec #10
       909                 0.0
       907                29.6
       895                32.3
       894                32.8
       893                33.2
       888                33.6
       887                35.9
       886                38.3
       885                39.2
       884                40.0
       879               763.2
       875               809.5

solutions/BRKGA/R09_15_02_02             810             800             847             812             871             876             839             802             810             875       36007.047
