        UB            Time(s)
exec #1
       904                 0.0
       897                14.1
       889                16.3
       879                18.9
       877                19.2
       853                19.8
       852                21.1
       845                22.1
       840                25.0
       838                26.6
       835                30.3
exec #2
       904                 0.0
       881                 3.3
       865                 9.2
       858                12.5
       855                12.8
       852                13.2
       846                15.1
       841                16.4
       840                17.7
exec #3
       904                 0.0
       891                 7.9
       888                13.2
       865                15.5
       861                17.1
       856                17.8
       848                18.8
       846                20.1
       845                20.4
       841                20.8
       840                22.1
exec #4
       904                 0.0
       898                10.8
       881                11.4
       858                11.7
       853                13.3
       841                14.3
       840               313.3
exec #5
       904                 0.0
       895                12.2
       880                12.5
       872                13.5
       858                14.5
       855                16.1
       851                17.4
       845                17.8
       841                18.6
       840              1078.6
exec #6
       904                 0.0
       868                 7.0
       856                12.0
       855                12.6
       846                12.9
       845                14.2
       841                16.2
       840               128.8
exec #7
       904                 0.0
       900                 9.9
       895                10.2
       883                10.5
       880                11.6
       860                11.9
       857                13.2
       851                13.9
       841                14.5
       840               219.7
exec #8
       904                 0.0
       875                10.7
       859                12.3
       856                13.9
       855                14.6
       852                15.2
       845                15.9
       841                18.5
       840                18.8
exec #9
       904                 0.0
       898                10.7
       878                11.9
       874                13.1
       873                13.5
       861                14.3
       850                16.6
       845                16.9
       842                21.4
       841                22.1
       840               652.6
exec #10
       904                 0.0
       884                11.2
       883                13.1
       858                13.7
       848                15.0
       845                17.9
       841                18.5

solutions/BRKGA/R06_12_02_05             835             840             840             840             840             840             840             840             840             841       36005.340
