        UB            Time(s)
exec #1
       622                 0.0
       619                19.4
       618                21.7
       610                22.8
       606                23.1
       601                24.3
       593                26.6
       588                26.9
       578                31.6
       573                35.1
       571                37.1
       570                37.4
       569                39.0
       566                39.8
       565                42.9
exec #2
       622                 0.0
       617                21.0
       611                25.4
       590                26.6
       580                31.1
       578                31.8
       570                36.4
       565                37.7
exec #3
       622                 0.0
       612                18.9
       595                21.5
       593                23.3
       588                24.7
       586                25.5
       575                28.1
       571                29.4
       570                31.2
       565               409.5
exec #4
       622                 0.0
       619                26.4
       618                26.7
       616                27.5
       614                27.8
       607                28.4
       605                29.3
       590                30.5
       589                31.1
       584                38.1
       582                40.5
       581                41.0
       576                41.3
       574                47.8
       573                53.4
       570                54.5
       568                56.3
       565                56.6
exec #5
       622                 0.0
       618                21.9
       615                22.5
       603                24.0
       580                25.1
       575                31.0
       571                36.0
       568                50.3
       566               100.5
       565               102.3
exec #6
       622                 0.0
       621                25.5
       620                35.8
       617                37.3
       602                37.9
       601                43.5
       600                45.4
       591                46.1
       584                47.6
       577                49.9
       574              3478.8
       571              3564.8
exec #7
       622                 0.0
       620                21.9
       618                27.6
       608                28.7
       601                30.8
       586                33.1
       582                41.8
       577                42.2
       575               113.3
       572               125.9
       569               130.9
       567               133.4
       566               137.4
exec #8
       622                 0.0
       608                18.7
       607                21.9
       597                23.4
       580                25.2
       578                29.6
       575                32.2
       568                33.7
       566                35.4
       565                39.2
exec #9
       622                 0.0
       618                21.1
       615                23.4
       599                26.0
       598                27.7
       594                30.0
       583                30.8
       577                31.4
       576                32.5
       571                33.1
       570                35.8
exec #10
       622                 0.0
       614                23.2
       606                26.6
       595                27.5
       591                28.4
       580                29.9
       579                33.6
       573                34.2
       570                37.4
       566                39.8
       565                40.3

solutions/BRKGA/R05_10_03_05             565             565             565             565             565             571             566             565             570             565       36004.482
