        UB            Time(s)
exec #1
       671                 0.0
       670                 2.6
exec #2
       671                 0.0
       670                 3.2
exec #3
       671                 0.0
       670                 2.6
exec #4
       671                 0.0
       670                19.8
exec #5
       671                 0.0
       670                 5.3
exec #6
       671                 0.0
       670                 3.2
exec #7
       671                 0.0
       670                 2.9
exec #8
       671                 0.0
       670                 3.2
exec #9
       671                 0.0
       670                 7.4
exec #10
       671                 0.0
       670                 3.6

solutions/BRKGA/R09_10_01_10             670             670             670             670             670             670             670             670             670             670       36002.204
