        UB            Time(s)
exec #1
       601                 0.0
       594                 0.9
       582                 1.8
       576                 2.3
       572                 2.4
exec #2
       601                 0.0
       594                 1.6
       586                 1.7
       582                 1.8
       572                 2.2
exec #3
       601                 0.0
       594                 1.5
       584                 1.8
       582                 2.0
       576                 2.2
       572                 2.7
exec #4
       601                 0.0
       573                 1.9
       568                 2.9
exec #5
       601                 0.0
       584                 1.4
       582                 2.0
       576                 2.4
       572                 2.7
       568                 3.1
exec #6
       601                 0.0
       592                 1.1
       586                 1.4
       584                 1.7
       582                 1.8
       576                 2.1
       572                 2.1
       568              1523.5
exec #7
       601                 0.0
       600                 1.4
       576                 1.5
       572                 2.2
exec #8
       601                 0.0
       586                 1.6
       582                 2.2
       576                 2.3
       572                 2.7
       568                 3.7
exec #9
       601                 0.0
       597                 0.9
       583                 2.0
       578                 2.1
       577                 2.3
       572                 2.4
       568               555.6
exec #10
       601                 0.0
       600                 0.8
       585                 1.7
       572                 1.8

solutions/BRKGA/R06_06_03_10             572             572             572             568             568             568             572             568             568             572       36001.473
