        UB            Time(s)
exec #1
       568                 0.0
       564                 0.5
       563                 0.7
       546                 0.8
       538                 1.0
       518                 1.3
       498                 1.9
exec #2
       568                 0.0
       552                 0.4
       544                 1.3
       536                 1.4
       532                 1.7
       522                 2.0
       512                 2.5
       507                 3.1
       498                 3.5
exec #3
       568                 0.0
       567                 0.3
       563                 0.8
       558                 1.1
       553                 1.2
       518                 1.5
       507                 2.6
       504                 2.8
       498                 3.0
exec #4
       568                 0.0
       563                 0.9
       553                 0.9
       551                 1.0
       536                 1.3
       523                 1.6
       522                 1.7
       512                 2.1
       498                 2.8
exec #5
       568                 0.0
       564                 0.7
       547                 0.9
       542                 1.2
       527                 1.4
       522                 2.2
       504                 2.3
       498                 2.8
exec #6
       568                 0.0
       567                 0.8
       538                 0.9
       537                 1.5
       536                 1.7
       528                 2.0
       498                 2.2
exec #7
       568                 0.0
       563                 0.9
       552                 1.0
       548                 1.2
       543                 1.4
       522                 1.8
       508                 2.0
       498                 2.6
exec #8
       568                 0.0
       558                 0.7
       537                 0.8
       532                 1.4
       523                 1.6
       507                 1.9
       504                 2.5
       498                 2.9
exec #9
       568                 0.0
       567                 0.8
       563                 0.9
       558                 1.1
       554                 1.2
       546                 1.2
       533                 1.5
       518                 1.6
       508                 1.7
       498                 2.3
exec #10
       568                 0.0
       562                 0.6
       558                 1.0
       541                 1.1
       533                 1.7
       525                 2.1
       517                 2.2
       508                 2.5
       507                 2.9
       498                 3.2

solutions/BRKGA/R08_06_03_10             498             498             498             498             498             498             498             498             498             498       36001.570
