        UB            Time(s)
exec #1
       590                 0.0
       581               428.5
       580               432.9
       578               439.0
       575               439.9
       568               440.3
       558               455.4
exec #2
       590                 0.0
       589               113.5
       586               114.1
       572               115.3
       567               118.5
       557               119.4
       537               122.9
       532               127.0
exec #3
       590                 0.0
       586               405.8
       585               410.6
       575               411.5
       570               415.0
       565               417.5
       563              3096.6
exec #4
       590                 0.0
       588               436.7
       570               439.0
       565               445.9
exec #5
       590                 0.0
       588                35.0
       582               445.6
       579               448.5
       578               449.4
       572               452.0
       558               452.6
       553               452.9
       548               456.1
exec #6
       590                 0.0
       585               114.4
       575               119.2
       570               127.7
       565               131.7
       555               132.3
exec #7
       590                 0.0
       586                30.1
       581                30.9
       575                34.2
       570                36.1
       565                47.7
       563              2371.3
       542              2381.0
exec #8
       590                 0.0
       586                56.4
       575                59.2
       570                63.8
       565                66.7
exec #9
       590                 0.0
       575                56.6
       570                61.3
       565                66.9
       558               621.1
       553               626.1
       543              1459.1
exec #10
       590                 0.0
       586               104.8
       572               105.7
       571               106.2
       566               110.1
       556               111.0
       551               114.2
       546               115.3
       541               115.8
       537               118.6
       536               119.1
       532               123.2

solutions/BRKGA/R05_08_08_05             558             532             563             565             548             555             542             565             543             532       36004.186
