        UB            Time(s)
exec #1
       722                 0.0
       714               148.6
       704               222.5
       703               258.4
       688               288.9
       685               611.0
       679               793.0
       674               861.4
       668              1065.7
       656              1375.6
       654              1869.6
       652              2196.8
       650              2515.0
       642              2572.3
       640              2866.8
       634              2914.5
       630              3210.1
       628              3424.8
       626              3450.7
       624              3459.8
       622              3468.7
exec #2
       722                 0.0
       718               143.5
       713               230.4
       702               232.7
       680               303.8
       677               681.7
       674               954.0
       664              1018.0
       661              1057.4
       659              1361.9
       655              1457.9
       649              1632.9
       646              1764.9
       642              1861.2
       636              1995.1
       624              2182.0
       620              2453.2
       616              2603.8
       612              2617.5
       610              2653.5
       608              2682.5
       606              2685.2
       604              2695.2
       602              2710.5
exec #3
       722                 0.0
       708                43.1
       677               170.5
       674              1544.5
       673              1738.0
       664              2052.8
       659              2717.6
exec #4
       722                 0.0
       695               100.3
       689               133.6
       683               525.1
       679               663.1
       678               731.2
       676               735.1
       675               736.2
       672              1160.7
       666              1682.6
       664              1980.7
       654              2099.9
       634              2649.4
       618              3460.9
exec #5
       722                 0.0
       720               137.4
       712               238.0
       710               299.8
       670               301.5
       663              1316.8
       660              1456.3
       659              1482.4
       657              1497.8
       654              1520.7
       650              1526.8
       648              1533.9
       647              1564.2
       646              1578.4
       642              1585.0
       640              1593.3
       639              1599.3
       638              1600.9
       637              1607.7
       636              1608.3
       635              2185.7
       634              2187.3
exec #6
       722                 0.0
       718                96.7
       716               105.0
       710               111.5
       683               214.8
       682               567.1
       675               668.1
       656               729.6
       654              1288.8
       653              1311.3
       652              1588.1
       649              1681.8
       643              1692.3
       641              1975.0
       632              2049.5
       624              2366.1
       619              2551.0
       612              2923.0
       609              3013.5
       607              3060.2
exec #7
       722                 0.0
       717                53.8
       708                94.3
       704               117.2
       691               206.3
       683               402.3
       669               914.4
       666              1332.3
       659              1393.6
       654              1543.1
       645              1642.5
       644              1657.5
       643              1658.0
       639              1659.1
       637              1660.1
       634              1661.8
       629              1667.3
       627              1671.7
       625              1681.9
       623              1688.2
       619              1695.8
       617              1699.0
       615              1703.4
       613              1706.2
       611              1712.8
       609              1718.3
       607              1726.0
exec #8
       722                 0.0
       708                79.1
       705               142.2
       704               198.2
       698               249.6
       683               285.6
       674               636.4
       670               902.3
       668              1046.9
       663              1256.5
       659              1499.1
       654              2031.3
       653              2104.9
       647              2175.3
       638              2555.6
exec #9
       722                 0.0
       718               107.8
       717               142.7
       706               148.8
       690               251.6
       689               321.1
       688               335.4
       684               463.7
       680               486.3
       675               576.4
       669               741.6
       662               745.1
       657              1047.0
       656              1419.1
       648              1494.6
       647              1626.2
       634              1722.0
       632              1812.4
       628              1908.6
       625              2043.1
       623              2064.7
       621              2076.9
       619              2127.3
       617              2137.7
       613              2154.2
       612              2154.8
       607              2178.3
       606              2223.2
       604              2231.3
       603              2233.4
       599              2241.1
       597              2252.2
       595              2876.2
       593              3063.1
exec #10
       722                 0.0
       684                61.2
       666                72.4
       664                74.5
       658                75.6
       647                76.4
       636                82.6
       633                83.4
       617                85.5
       609                93.9
       601               112.9
       600               135.3
       597               142.9
       595               170.0
       593               181.0
       591               374.0
       589               513.4

solutions/BRKGA/R05_12_04_02             622             602             659             618             634             607             607             638             593             589       36009.252
