        UB            Time(s)
exec #1
       557                 0.0
       533                 1.0
       527                 3.1
       509                 3.4
       501                 5.4
exec #2
       557                 0.0
       553                 1.1
       534                 1.4
       531                 2.0
       529                 3.2
       526                 3.3
       524                 3.5
       516                 3.9
       512                 4.4
       509                 4.7
       506                 5.9
       502                 6.0
       501                 6.2
exec #3
       557                 0.0
       551                 0.9
       544                 1.4
       537                 2.5
       524                 2.9
       519                 4.0
       511                 4.2
       507                 5.1
       506                 5.3
       502                 5.9
       501                 6.3
exec #4
       557                 0.0
       534                 1.0
       527                 2.5
       512                 3.5
       511                 5.3
       506                 5.9
       502                 6.5
       501                 7.0
exec #5
       557                 0.0
       556                 0.7
       542                 1.2
       541                 2.3
       530                 2.4
       529                 2.7
       523                 2.9
       522                 3.2
       516                 3.5
       507                 3.8
       502                 4.6
       501                 5.5
exec #6
       557                 0.0
       543                 0.8
       534                 1.7
       526                 2.6
       525                 3.2
       521                 3.5
       509                 4.0
       506                 5.2
       501                 5.4
exec #7
       557                 0.0
       547                 0.7
       537                 1.6
       534                 2.9
       533                 3.2
       522                 3.3
       521                 4.0
       516                 4.4
       506                 4.9
       502                 5.4
       501                 5.5
exec #8
       557                 0.0
       531                 1.5
       528                 2.9
       523                 3.4
       519                 3.7
       517                 4.4
       507                 4.6
       502                 5.0
       501                 5.3
exec #9
       557                 0.0
       537                 0.3
       534                 2.2
       528                 2.3
       527                 2.9
       526                 3.2
       517                 3.9
       516                 4.1
       511                 4.5
       501                 5.4
exec #10
       557                 0.0
       532                 1.4
       527                 3.7
       521                 4.0
       512                 4.2
       506                 5.1
       502                 5.7
       501                 6.3

solutions/BRKGA/R07_08_02_05             501             501             501             501             501             501             501             501             501             501       36002.310
