        UB            Time(s)
exec #1
       671                 0.0
       659                 4.2
       641                 4.5
       635                 5.5
       633                 6.6
       631                 7.4
       627                 9.6
       624                11.2
       621                12.1
       609                13.0
       607                15.4
       606                24.8
       605                30.5
exec #2
       671                 0.0
       665                 3.2
       651                 4.1
       649                 7.1
       641                 7.6
       632                10.0
       614                11.1
       610                18.4
       609                21.8
       608                30.1
       607                31.0
       605                32.6
exec #3
       671                 0.0
       663                 1.7
       658                 4.4
       645                 5.3
       642                 6.8
       610                 7.3
       608                15.5
       605                23.2
exec #4
       671                 0.0
       663                 1.1
       660                 4.4
       658                 5.4
       655                 5.7
       652                 6.2
       642                 7.2
       616                 9.6
       607                18.0
       600                22.3
       598               278.0
       597               425.0
exec #5
       671                 0.0
       650                 0.7
       627                 3.5
       610                11.2
       608                21.2
       607                24.4
       605                27.3
exec #6
       671                 0.0
       664                 2.3
       652                 5.4
       640                 8.4
       616                10.0
       613                23.8
       611                30.2
       607                32.9
       605                37.6
exec #7
       671                 0.0
       644                 3.2
       634                 7.1
       626                10.2
       619                16.7
       615                21.4
       613                27.5
       610                32.7
       609                37.3
       607                86.9
exec #8
       671                 0.0
       666                 3.0
       657                 3.6
       632                 8.3
       622                11.7
       615                12.5
       614                16.4
       610                19.7
       608                22.5
       607                23.9
       605                27.5
exec #9
       671                 0.0
       668                 3.6
       654                 3.8
       649                 5.1
       630                 5.8
       627                 6.7
       625                 8.3
       623                 8.7
       615                11.8
       614                15.0
       613                17.4
       611                17.6
       610                19.3
       609                22.8
       607                29.6
       606                64.1
       605                68.1
exec #10
       671                 0.0
       647                 2.6
       644                 5.1
       624                 5.5
       618                 7.8
       610                 8.3
       608                13.6
       607                18.3
       605                23.6

solutions/BRKGA/R09_10_02_00             605             605             605             597             605             605             607             605             605             605       36003.439
