        UB            Time(s)
exec #1
       980                 0.0
       918                 3.4
       917                 3.9
       909                 4.5
       886                 4.8
       885                 5.4
       873                 5.6
exec #2
       980                 0.0
       977                 1.1
       925                 3.4
       905                 4.5
       903                 5.0
       885                 5.6
       873                 5.8
exec #3
       980                 0.0
       974                 0.6
       958                 2.7
       952                 3.8
       945                 4.1
       896                 4.4
       892                 4.6
       882                 5.4
       875                 5.7
       873                 6.0
exec #4
       980                 0.0
       977                 2.4
       967                 2.7
       956                 3.0
       913                 3.5
       911                 4.3
       905                 4.5
       888                 5.1
       882                 5.4
       873                 5.6
exec #5
       980                 0.0
       964                 3.4
       911                 3.9
       903                 4.7
       885                 5.0
       884                 5.5
       877                 5.8
       873                 6.4
exec #6
       980                 0.0
       968                 3.1
       944                 3.4
       888                 4.5
       873                 5.9
exec #7
       980                 0.0
       975                 3.7
       948                 3.9
       926                 4.7
       915                 5.0
       907                 5.2
       905                 5.5
       878                 5.8
       874                 6.4
       873                 6.8
exec #8
       980                 0.0
       919                 4.0
       898                 5.3
       896                 5.9
       883                 6.2
       873                 6.7
exec #9
       980                 0.0
       945                 3.3
       897                 4.3
       894                 5.2
       877                 5.9
       875                 6.7
       873                 7.0
exec #10
       980                 0.0
       935                 4.8
       929                 5.0
       902                 5.3
       898                 5.6
       893                 5.9
       873                 6.5

solutions/BRKGA/R05_15_01_05             873             873             873             873             873             873             873             873             873             873       36004.092
