        UB            Time(s)
exec #1
       474                 0.0
       462                 0.1
exec #2
       479                 0.0
       462                 0.0
exec #3
       478                 0.0
       477                 0.1
       466                 0.2
       462                 0.4
exec #4
       473                 0.0
       462                 0.1
exec #5
       488                 0.0
       462                 0.0
exec #6
       466                 0.0
       462                 0.9
exec #7
       483                 0.0
       468                 0.0
       462                 0.1
exec #8
       489                 0.0
       462                 0.0
exec #9
       500                 0.0
       476                 0.0
       475                 0.1
       473                 0.2
       462                 0.3
exec #10
       474                 0.0
       462                 0.0

solutions/BRKGA/R08_06_03_00             462             462             462             462             462             462             462             462             462             462       36001.491
