        UB            Time(s)
exec #1
       671                 0.0
       667                 0.5
       661                 1.5
       657                 2.2
       641                 2.6
       625                 2.7
       624                 3.7
       620                 5.3
exec #2
       671                 0.0
       668                 1.4
       665                 1.8
       658                 2.0
       652                 2.9
       650                99.8
       645               101.8
       644               106.6
exec #3
       671                 0.0
       649                 1.5
       624                 3.1
       621               135.3
       620               138.6
exec #4
       671                 0.0
       660                 2.0
       659                 2.4
       655                 2.7
       652                 3.1
       649                 6.7
       643                 7.7
       642                10.2
       638                20.4
       636                23.0
       624               152.8
       620               283.9
exec #5
       671                 0.0
       664                 1.4
       657                 2.2
       648                 2.8
       643                 3.4
       642                14.2
       641               130.8
       638               133.2
       636               136.1
       625              3587.9
       624              3592.0
exec #6
       671                 0.0
       649                 1.6
       641                 4.2
       640                11.2
       639                15.5
       637                16.4
       636                17.8
exec #7
       671                 0.0
       670                 0.7
       652                 1.2
       647                 3.0
       643                 3.7
       642                 8.8
       637                28.9
       636                31.5
exec #8
       671                 0.0
       661                 1.6
       656                 2.3
       655                 3.0
       652                 3.7
       643                 4.4
       642                 6.3
       639                10.0
       636                12.7
       625               473.8
       620               479.2
exec #9
       671                 0.0
       658                 1.6
       650                 2.3
       642                 2.7
       641                18.5
       636                18.7
       624              1114.2
       620              1301.4
exec #10
       671                 0.0
       667                 0.5
       649                 0.9
       648                 1.9
       642                 2.8
       636                12.3

solutions/BRKGA/R09_10_01_00             620             644             620             620             624             636             636             620             620             636       36001.956
