        UB            Time(s)
exec #1
       601                 0.0
       594                 0.0
       578                 0.0
exec #2
       601                 0.0
       578                 0.1
exec #3
       601                 0.0
       595                 0.0
       578                 0.0
exec #4
       601                 0.0
       595                 0.0
       578                 0.0
exec #5
       601                 0.0
       578                 0.1
exec #6
       595                 0.0
       578                 0.1
exec #7
       601                 0.0
       578                 0.0
exec #8
       601                 0.0
       578                 0.1
exec #9
       601                 0.0
       594                 0.0
       578                 0.1
exec #10
       601                 0.0
       594                 0.0
       578                 0.1

solutions/BRKGA/R06_06_01_20             578             578             578             578             578             578             578             578             578             578       36000.849
