        UB            Time(s)
exec #1
       916                 0.0
       897                44.6
       892                46.1
       890                51.5
       884                60.1
       883                61.1
       879                61.6
       874                64.2
       873                67.6
       869                78.3
       868                81.8
       860               821.8
exec #2
       916                 0.0
       899                33.7
       890                41.4
       884                44.2
       877                45.2
       869                46.1
       865                46.6
       853                49.5
       850                49.9
       843                54.2
       840                54.7
       838                57.6
       836                58.5
       834                61.4
       824                62.3
       818                65.7
       809                75.3
       804                81.0
exec #3
       916                 0.0
       900                31.3
       898                33.6
       897                34.1
       882                36.0
       865                39.1
       864                41.2
       854                42.1
       844                44.6
       838                47.1
       825                52.3
       824                56.1
       820                56.6
       819                57.0
       817                62.6
       814                72.8
exec #4
       916                 0.0
       898                27.2
       894                35.3
       869                36.6
       851                37.5
       839                46.9
       829                50.0
       828                50.4
       819                51.6
       814                56.7
       800               378.6
       794               386.8
       789               394.5
exec #5
       916                 0.0
       911                40.0
       908                40.3
       903                41.5
       871                41.9
       841                47.7
       836                51.8
       835                52.7
       826                54.1
       821                60.2
       818               171.9
       813               188.2
       808              1995.2
exec #6
       916                 0.0
       913                27.6
       898                31.7
       893                35.0
       886                35.4
       866                36.8
       861                42.3
       852                44.1
       849                45.9
       847                46.9
       837                48.2
       833                64.6
       823                67.3
exec #7
       916                 0.0
       905                19.4
       900                20.7
       896                24.3
       893               462.1
exec #8
       916                 0.0
       914                30.3
       892                33.5
       891                35.9
       882                36.4
       869                37.7
       850                40.4
       846                44.1
       838                44.5
       835                49.0
       833                51.3
       831                53.2
       828                53.6
exec #9
       916                 0.0
       915                38.3
       909                41.5
       907                46.6
       905                47.1
       892                47.5
       886                48.9
       878                49.4
       876                55.0
       875                58.7
       874                67.9
       870                69.6
       866               911.4
       861               924.1
exec #10
       916                 0.0
       906                34.5
       900                35.9
       875                39.8
       874                51.9
       867                52.3
       850                53.7
       848                55.5
       838                61.5
       833                64.2
       828                68.0
       823                69.8
       818               112.1
       813               707.2
       803              3279.9

solutions/BRKGA/R07_15_02_05             860             804             814             789             808             823             893             828             861             803       36007.706
