        UB            Time(s)
exec #1
       571                 0.0
       563                 0.0
       548                 0.1
       547                 1.0
       545                 1.5
       544                 1.8
       543                 2.5
       542                 4.1
       541                 6.4
       540                 6.8
       539                 9.1
       538                11.3
       537                11.8
       536                13.8
       535                20.6
exec #2
       557                 0.0
       552                 0.3
       550                 0.4
       543                 0.5
       542                 6.1
       541                 6.4
       539                 6.5
       538                 9.3
       536                10.2
       535               147.0
exec #3
       575                 0.0
       552                 0.0
       550                 0.3
       545                 0.4
       544                 1.2
       542                 2.8
       540                 4.8
       539                 6.2
       538                 6.9
       535                 8.1
exec #4
       566                 0.0
       553                 0.0
       549                 0.1
       547                 0.6
       546                 0.9
       545                 1.1
       544                 1.3
       543                 1.7
       541                 2.7
       540                 7.4
       539                 9.2
       538                 9.9
       537                10.7
       536                12.4
       535              1571.8
exec #5
       563                 0.0
       556                 0.1
       551                 0.2
       544                 0.7
       543                 5.6
       542                 5.8
       541                 7.3
       540                10.6
       539                10.8
       538                12.6
       537                14.8
       536                16.7
exec #6
       566                 0.0
       558                 0.2
       549                 0.4
       547                 0.5
       546                 0.8
       545                 1.6
       544                 2.0
       541                 2.2
       540                 8.8
       539                 9.8
       538                10.5
       537                11.3
       536                23.1
       535                26.4
exec #7
       551                 0.0
       547                 0.2
       544                 1.1
       543                 2.2
       542                 2.7
       541                 9.4
       540                10.0
       539                11.3
       538                13.6
       537                21.2
       536                26.8
       535               252.0
exec #8
       561                 0.0
       554                 0.0
       552                 0.1
       550                 0.8
       548                 0.9
       547                 1.1
       543                 2.1
       542                 5.8
       541                 7.6
       539                 8.4
       538                10.7
       537                13.1
       536                13.7
exec #9
       588                 0.0
       549                 0.0
       542                 0.3
       540                 6.6
       538                 8.5
       537                10.4
       536                12.6
exec #10
       575                 0.0
       557                 0.0
       555                 0.1
       547                 0.2
       542                 0.7
       541                 8.4
       540                 9.5
       539                10.7
       538                11.1
       537                12.1
       536                14.2

solutions/BRKGA/R06_06_03_01             535             535             535             535             536             535             535             536             536             536       36001.416
