        UB            Time(s)
exec #1
       566                 0.0
       533                 0.0
       530                 0.4
exec #2
       549                 0.0
       544                 0.0
       530                 0.2
exec #3
       558                 0.0
       542                 0.0
       533                 0.1
       530                 0.2
exec #4
       539                 0.0
       530                 0.2
exec #5
       542                 0.0
       530                 0.1
exec #6
       551                 0.0
       548                 0.0
       530                 0.1
exec #7
       549                 0.0
       546                 0.0
       530                 0.1
exec #8
       546                 0.0
       530                 0.0
exec #9
       546                 0.0
       544                 0.1
       534                 0.2
       533                 0.4
       530                 0.5
exec #10
       552                 0.0
       543                 0.0
       537                 0.1
       533                 0.2
       530                 0.6

solutions/BRKGA/R06_06_06_00             530             530             530             530             530             530             530             530             530             530       36001.769
