        UB            Time(s)
exec #1
       751                 0.0
       747                 3.4
       745                 4.9
       744                 5.6
       743                 6.5
       738                 6.7
       737                 9.8
       731                10.7
       728                11.8
       727                16.4
       725                17.8
       724                21.2
exec #2
       751                 0.0
       747                 6.3
       742                 6.5
       740                 7.8
       738                 8.9
       730                 9.7
       728                93.2
       725               109.9
       724               112.3
exec #3
       751                 0.0
       745                 3.9
       743                 5.1
       741                 5.5
       737                 6.2
       734                 6.5
       733                 6.9
       730                 7.5
       729               110.9
       728               113.2
       725               119.5
       724               121.8
exec #4
       751                 0.0
       743                 7.0
       740                 7.8
       737                 8.5
       736                11.9
       735                13.3
       727                15.2
       726                21.4
       724                94.6
exec #5
       751                 0.0
       749                 3.3
       748                 4.1
       747                 4.7
       744                 4.9
       743                 5.1
       739                 5.2
       733                 5.7
       730              1237.8
       727              1248.7
       726              1251.7
       724              1272.5
exec #6
       751                 0.0
       746                 5.2
       744                 6.5
       743                 7.3
       738                25.5
       728              1760.2
       724              1768.4
exec #7
       751                 0.0
       749                 3.5
       746                 5.7
       741                 5.9
       739                 7.0
       731                 7.8
       728                 9.8
       725                14.5
       724                19.8
exec #8
       751                 0.0
       743                 6.3
       738                 7.7
       737                13.2
       733                13.6
       730                19.0
       729               187.2
       728               193.3
       725               195.5
       724               197.2
exec #9
       751                 0.0
       749                 6.0
       745                 6.5
       743                 7.8
       742                 8.6
       736                 8.9
       732                10.1
       730                12.3
       728                37.2
       727               107.5
       726               127.6
       724               717.0
exec #10
       751                 0.0
       742                 6.5
       736                 7.2
       733                11.8
       730                14.7
       728                14.9
       727                16.4
       725                19.1
       724                21.0

solutions/BRKGA/R09_12_01_02             724             724             724             724             724             724             724             724             724             724       36002.556
