        UB            Time(s)
exec #1
       722                 0.0
       687                 2.6
       679                12.7
       662                16.1
       645                21.4
       624                22.0
       608                40.2
       607               114.4
       597               149.4
       591               227.2
       587               384.8
       578               436.0
       567               701.7
exec #2
       722                 0.0
       701                 1.4
       683                13.8
       648                17.0
       637                28.2
       629                45.7
       609                56.9
       608                68.8
       605                79.4
       604                85.7
       603               226.1
       600               235.7
       581               270.4
       576               654.7
       568              1344.1
exec #3
       722                 0.0
       705                 5.4
       689                 7.4
       639                15.1
       625                25.4
       620                50.1
       618                70.8
       610               107.5
       581               118.7
       571               648.1
       568              1254.4
       562              3370.2
exec #4
       722                 0.0
       720                 4.7
       715                 9.5
       657                10.2
       629                38.4
       622               128.5
       617               194.8
       607               222.1
       594               268.7
       583               308.5
       582              1234.7
       576              1423.2
       569              2515.7
       567              2725.7
exec #5
       722                 0.0
       706                 9.0
       691                10.3
       690                18.6
       675                21.0
       667                26.3
       657                30.4
       649                33.0
       626                40.2
       608                44.8
       606                75.6
       589               150.0
       586               167.4
       573               178.5
       568              1353.6
       567              2084.9
exec #6
       722                 0.0
       718                 4.6
       701                 6.7
       691                10.7
       664                16.7
       652                26.5
       640                27.2
       636                38.3
       625                40.9
       609                42.9
       604                68.6
       600               153.7
       596               175.4
       575               236.0
       573              1486.2
       565              1954.3
       564              2813.2
exec #7
       722                 0.0
       716                 2.0
       710                 7.3
       693                13.3
       689                14.6
       665                16.7
       622                19.3
       615                92.0
       608               106.6
       584               138.2
       579               271.6
       567               621.7
exec #8
       722                 0.0
       670                 4.8
       654                18.4
       643                19.8
       635                45.0
       628                79.7
       623                95.2
       622               122.7
       588               158.6
       581               181.7
       570              1151.0
exec #9
       722                 0.0
       714                 2.0
       692                 4.7
       691                 9.5
       681                10.9
       680                15.6
       678                16.3
       639                19.7
       621                45.4
       618                50.7
       616                66.9
       611                96.4
       605               116.0
       586               129.1
       571               394.9
       561               547.5
exec #10
       722                 0.0
       707                 8.3
       683                12.3
       662                15.8
       654                26.5
       649                31.0
       647                37.5
       626                50.0
       617                82.7
       613               123.9
       585               140.4
       562               664.0

solutions/BRKGA/R05_12_05_00             567             568             562             567             567             564             567             570             561             562       36010.877
