        UB            Time(s)
exec #1
      1186                 0.0
exec #2
      1186                 0.0
exec #3
      1186                 0.0
exec #4
      1186                 0.0
      1184               151.0
exec #5
      1186                 0.0
exec #6
      1186                 0.0
exec #7
      1186                 0.0
exec #8
      1186                 0.0
      1184                79.8
exec #9
      1186                 0.0
      1184               625.7
exec #10
      1186                 0.0

solutions/BRKGA/R05_20_04_20            1186            1186            1186            1184            1186            1186            1186            1184            1184            1186       36027.009
