        UB            Time(s)
exec #1
      1167                 0.0
      1159                33.5
      1136                37.9
      1126                38.9
      1123                43.3
      1121                45.0
      1112                46.7
      1110                49.4
      1107                55.6
      1105                57.5
      1100                61.9
      1099                68.2
      1095                70.0
      1093              2149.1
      1090              2240.8
      1085              2250.8
exec #2
      1167                 0.0
      1139                36.2
      1122                39.8
      1120                44.1
      1116                47.7
      1112                48.6
      1109                57.8
      1105                62.0
      1095                62.7
      1093               521.8
      1090               837.1
      1085               844.3
exec #3
      1167                 0.0
      1153                30.4
      1152                31.3
      1139                34.7
      1132                35.6
      1127                37.4
      1122                38.3
      1116                42.0
      1109                43.8
      1095                46.5
      1093               429.0
      1085               438.2
      1081               439.1
      1080              1702.2
exec #4
      1167                 0.0
      1160                38.2
      1136                39.9
      1133                41.7
      1124                43.4
      1122                44.3
      1120                45.2
      1112                47.1
      1104                57.1
      1101                65.9
      1095                67.6
      1093                79.0
      1092              3316.8
exec #5
      1167                 0.0
      1152                36.4
      1149                39.0
      1130                40.8
      1122                42.7
      1120                47.3
      1116                48.2
      1114                49.9
      1095                58.7
      1093              1273.6
      1092              1502.6
      1084              2294.9
exec #6
      1167                 0.0
      1143                30.9
      1137                34.7
      1132                37.4
      1122                38.4
      1121                40.2
      1120                43.9
      1116                44.9
      1115                48.5
      1101                54.1
      1099                57.8
      1095                58.8
      1093               684.9
      1085              1226.3
      1084              1656.2
exec #7
      1167                 0.0
      1159                34.8
      1134                37.5
      1127                41.0
      1121                42.0
      1120                42.8
      1116                46.4
      1114                49.1
      1113                53.4
      1104                54.3
      1100                58.0
      1095                71.0
      1093               225.0
      1085               604.6
      1084               703.0
exec #8
      1167                 0.0
      1147                30.5
      1126                37.5
      1116                41.9
      1112                45.3
      1104                48.8
      1100                54.1
      1099                55.9
      1095                56.8
      1093                91.5
      1090              1218.6
      1085              1227.5
      1084              1420.2
exec #9
      1167                 0.0
      1159                34.7
      1145                36.5
      1142                37.4
      1131                38.2
      1128                39.9
      1121                42.6
      1116                46.2
      1114                48.9
      1111                52.4
      1100                54.1
      1095                54.9
      1085              1053.0
      1081              1067.6
exec #10
      1167                 0.0
      1151                31.4
      1134                36.9
      1128                39.6
      1116                42.4
      1110                44.2
      1100                45.1
      1095                47.9
      1094               942.9
      1092              1659.6
      1089              1693.2
      1084              1702.4

solutions/BRKGA/R07_20_02_05            1085            1085            1080            1092            1084            1084            1084            1084            1081            1084       36013.510
