        UB            Time(s)
exec #1
       430                 0.0
exec #2
       449                 0.0
       430                 0.1
exec #3
       460                 0.0
       446                 0.0
       437                 0.1
       430                 0.2
exec #4
       446                 0.0
       430                 0.3
exec #5
       430                 0.0
exec #6
       455                 0.0
       437                 0.0
       430                 0.1
exec #7
       453                 0.0
       446                 0.0
       430                 0.3
exec #8
       430                 0.0
exec #9
       453                 0.0
       430                 0.0
exec #10
       448                 0.0
       446                 0.1
       437                 0.2
       430                 0.6

solutions/BRKGA/R07_06_04_00             430             430             430             430             430             430             430             430             430             430       36001.893
