        UB            Time(s)
exec #1
       571                 0.0
       568                45.4
       566                50.6
       563                57.3
       562                59.4
       561                72.3
exec #2
       571                 0.0
       570                61.5
       569                63.0
       568                63.9
       567                68.6
       563                75.5
       562                78.1
       561                78.6
exec #3
       571                 0.0
       570                52.2
       569                53.3
       568                53.9
       566                56.6
       565                57.5
       563                59.0
       562                61.1
       561                63.4
exec #4
       571                 0.0
       570                66.1
       569                66.7
       568                67.6
       567                69.2
       562                71.4
       561               880.1
exec #5
       571                 0.0
       569                63.3
       568                66.6
       566                67.0
       564                92.9
       563                93.3
       562                95.3
       561              1368.7
exec #6
       571                 0.0
       570                43.2
       569                45.9
       568                49.8
       567                52.1
       566                56.6
       564                57.1
       563                57.3
       561                60.2
exec #7
       571                 0.0
       569                59.8
       568                75.9
       567                77.0
       564                77.2
       563                84.7
       562                87.4
       561                89.2
exec #8
       571                 0.0
       570                98.5
       569               102.1
       568               106.6
       567               110.0
       566               111.0
       563               111.7
       562               111.8
       561               114.8
exec #9
       571                 0.0
       570                62.9
       569                64.8
       567                68.2
       566                71.6
       565                73.0
       562               110.5
       561               113.3
exec #10
       571                 0.0
       569                66.2
       568                67.9
       567                69.4
       566                69.7
       565                73.2
       564                76.0
       563                76.2
       562                77.4
       561                79.9

solutions/BRKGA/R09_08_03_01             561             561             561             561             561             561             561             561             561             561       36002.739
