        UB            Time(s)
exec #1
       495                 0.0
       483                 2.7
       476                 3.7
       466                 4.0
       456                 4.4
exec #2
       495                 0.0
       486                 3.0
       476                 3.2
       466                 4.3
       456                 6.1
exec #3
       495                 0.0
       490                 3.4
       476                 3.5
       470              2174.1
exec #4
       495                 0.0
       486                 3.1
       476                 3.5
exec #5
       495                 0.0
       476                 3.0
       466              1543.4
       456              1546.4
exec #6
       495                 0.0
       476                 3.2
       473              1575.7
       456              1578.0
exec #7
       495                 0.0
       466                 3.5
       456                 7.5
exec #8
       495                 0.0
       490                 2.1
       480                 2.7
       476                 2.8
exec #9
       495                 0.0
       476                 3.1
       470              2454.2
exec #10
       495                 0.0
       456                 2.5

solutions/BRKGA/R07_06_04_10             456             456             470             476             456             456             456             476             470             456       36001.829
