        UB            Time(s)
exec #1
      1048                 0.0
      1042                21.5
       990                24.0
       988                33.4
       952                43.4
       942                98.3
       922               115.2
       914               129.8
       910               138.8
       908               145.5
       900               146.8
       898               150.2
       896               152.2
       894               162.7
       893               196.4
exec #2
      1048                 0.0
      1044                22.9
      1029                24.9
      1024                25.9
      1022                27.3
      1009                28.3
      1008                31.7
      1004                32.2
       990                33.2
       989                35.6
       988                37.2
       980                37.7
       976                41.6
       973                46.0
       966                47.9
       964                55.9
       962                71.9
       961               826.1
       955               835.3
       943               921.0
       941               929.3
exec #3
      1048                 0.0
      1047                22.8
      1041                24.7
      1040                25.7
      1037                26.2
      1019                27.7
      1018                29.8
      1010                31.3
      1009                36.4
      1002                37.4
      1001                38.4
       993                38.9
       992                39.9
       983                43.4
       973                50.0
       970                54.5
       969                60.6
       966                68.5
       964                84.4
       962               408.5
       955               756.9
       943               765.5
       941               773.3
exec #4
      1048                 0.0
      1042                24.8
      1040                25.3
      1026                26.8
      1012                28.3
      1010                33.2
       996                35.3
       995                40.2
       993                43.4
       988                53.2
       984                65.2
       980                66.2
       978                84.3
       976               212.2
       962               230.9
       955               475.1
       947               660.5
       941               665.9
exec #5
      1048                 0.0
      1046                28.7
      1043                30.2
      1034                31.1
      1021                33.5
      1020                38.1
      1013                40.6
      1008                42.0
       999                44.5
       985                46.7
       975                57.0
       968                59.8
       966                65.1
       964                67.5
       957               181.1
       955               248.7
       943               318.0
       941               322.5
exec #6
      1048                 0.0
      1045                21.9
      1017                23.3
      1010                28.7
      1003                32.5
      1002                36.5
      1001                37.7
       997                38.1
       984                39.0
       977                42.1
       976                45.5
       975                46.0
       973                48.4
       970                52.4
       968                53.9
       964                64.0
       961               146.0
       959               148.5
       957               359.2
       945               826.3
       943               831.2
       941              3363.6
exec #7
      1048                 0.0
      1038                29.3
      1013                31.3
      1011                38.8
      1009                42.3
      1002                43.2
       996                44.3
       990                47.8
       976                49.2
       975                49.7
       974                57.7
       970                60.0
       969                63.0
       968                63.9
       964                64.4
       962               172.6
       950               501.3
       948               506.1
       941               545.1
exec #8
      1048                 0.0
      1019                21.6
      1014                32.6
      1009                34.1
      1008                41.1
      1007                41.6
      1005                43.6
       988                44.6
       984                47.0
       982                53.1
       974                54.1
       972                55.6
       970                66.0
       968               398.1
exec #9
      1048                 0.0
      1039                32.4
      1036                54.9
      1006                56.0
       998                57.9
       993                59.9
       987                61.4
       985                63.8
       970                64.3
       966                66.3
       959                69.9
       957                70.4
       956                71.2
       937                71.6
       935                73.6
       934                76.7
       920                78.4
       919                82.9
       916                84.4
       908                89.5
       904                94.6
       902                98.6
       900               101.2
exec #10
      1048                 0.0
      1033                26.5
      1025                31.0
      1010                34.5
      1006                38.1
       996                39.1
       975                46.9
       968                62.7
       966                85.3
       964               109.1
       957               210.6
       955               344.6
       941              2134.1

solutions/BRKGA/R08_15_02_02             893             941             941             941             941             941             941             968             900             941       36007.955
