        UB            Time(s)
exec #1
       601                 0.0
       595                 2.0
       594               511.7
       578               513.5
exec #2
       601                 0.0
       595                 1.8
       578                 2.7
exec #3
       601                 0.0
       595                 2.4
       594                20.5
       578                22.8
exec #4
       601                 0.0
       595                 2.3
       578                 2.5
exec #5
       601                 0.0
       595                 2.5
       594                50.4
       578                53.5
exec #6
       601                 0.0
       595                 2.5
       578                 2.7
exec #7
       601                 0.0
       595                 2.1
       578                 3.2
exec #8
       601                 0.0
       595                 2.4
       578                 2.7
exec #9
       601                 0.0
       595                 2.1
       594                 3.1
       578                 3.4
exec #10
       601                 0.0
       595                 2.0
       578                 2.7

solutions/BRKGA/R06_06_04_20             578             578             578             578             578             578             578             578             578             578       36001.622
