        UB            Time(s)
exec #1
      1186                 0.0
      1167               103.5
      1155               123.0
      1134               138.0
      1130               182.3
      1115               184.5
      1113               208.6
      1046               247.6
      1018              1286.7
exec #2
      1186                 0.0
      1124               153.2
      1123               184.4
      1107               186.5
      1082               255.8
      1078               281.1
      1053               322.3
      1044               421.5
      1009               459.7
      1005              2383.0
       989              2659.9
       985              3381.7
exec #3
      1186                 0.0
      1166               109.3
      1163               130.6
      1150               140.8
      1145               144.7
      1129               166.5
      1090               170.8
      1089               234.0
      1083               286.5
      1077               571.4
      1075               627.3
      1071               650.4
      1058              1115.4
      1057              1210.8
      1049              2283.7
exec #4
      1186                 0.0
      1164               144.4
      1120               207.5
      1109               243.5
      1094               266.4
      1070               338.5
      1010               393.2
       992              1394.5
exec #5
      1186                 0.0
      1169               265.8
      1159               273.5
      1142               277.3
      1129               287.9
      1092               306.2
      1058               397.7
      1055               899.0
      1047              1540.8
      1039              2173.0
exec #6
      1186                 0.0
      1134               118.6
      1078               144.8
      1064               170.2
      1033               247.0
      1022               420.4
      1019               925.9
      1001               991.5
       993              1732.1
exec #7
      1186                 0.0
      1172               153.1
      1169               200.4
      1164               219.7
      1145               243.0
      1139               258.1
      1124               268.9
      1115               321.1
      1087               327.3
      1086               493.6
      1080               550.0
      1071               558.3
      1056               722.2
      1048              1257.2
      1042              2060.1
      1036              2590.6
      1027              2825.2
      1013              2842.5
      1008              3468.1
exec #8
      1186                 0.0
      1128               203.1
      1114               247.9
      1101               275.5
      1079               415.9
      1067               697.6
      1053              1212.6
      1028              2845.5
      1014              3429.8
exec #9
      1186                 0.0
      1179               167.3
      1175               199.7
      1130               201.9
      1129               223.0
      1099               248.3
      1087               275.0
      1069               287.6
      1061               289.7
      1058               622.7
      1050               664.6
      1035               822.0
      1030              1223.8
      1017              1486.2
      1007              2347.3
exec #10
      1186                 0.0
      1185               112.4
      1172               151.3
      1164               155.5
      1098               157.6
      1093               215.9
      1078               228.5
      1059               241.6
      1055               593.6
      1052               885.9
      1047               909.1
      1033              1099.5
      1007              1164.2
       976              1535.9

solutions/BRKGA/R05_20_05_00            1018             985            1049             992            1039             993            1008            1014            1007             976       36032.333
