        UB            Time(s)
exec #1
       437                 0.0
       430                 0.1
exec #2
       447                 0.0
       430                 0.1
exec #3
       455                 0.0
       453                 0.0
       430                 0.1
exec #4
       455                 0.0
       437                 0.0
       430                 0.3
exec #5
       430                 0.0
exec #6
       460                 0.0
       446                 0.0
       437                 0.2
       430                 0.3
exec #7
       437                 0.0
       430                 0.2
exec #8
       437                 0.0
       430                 0.3
exec #9
       453                 0.0
       446                 0.0
       437                 0.2
       430                 0.4
exec #10
       430                 0.0

solutions/BRKGA/R07_06_05_00             430             430             430             430             430             430             430             430             430             430       36001.906
