        UB            Time(s)
exec #1
      1140                 0.0
      1131              1338.5
exec #2
      1140                 0.0
      1131               808.2
exec #3
      1140                 0.0
      1131                26.5
exec #4
      1140                 0.0
      1131                32.7
exec #5
      1140                 0.0
      1131                28.8
exec #6
      1140                 0.0
      1131                33.7
exec #7
      1140                 0.0
      1131              3572.2
exec #8
      1140                 0.0
      1131              1861.6
exec #9
      1140                 0.0
      1131               452.0
exec #10
      1140                 0.0
      1131                35.8

solutions/BRKGA/R06_20_02_20            1131            1131            1131            1131            1131            1131            1131            1131            1131            1131       36014.048
