        UB            Time(s)
exec #1
       601                 0.0
       598                 2.8
       595                 2.9
exec #2
       601                 0.0
       598                 2.8
       595                 2.9
exec #3
       601                 0.0
       595                 2.7
exec #4
       601                 0.0
       595                 2.6
exec #5
       601                 0.0
       595                 3.0
exec #6
       601                 0.0
       595                 3.0
exec #7
       601                 0.0
       595                 2.8
exec #8
       601                 0.0
       595                 2.9
exec #9
       601                 0.0
       595                 2.8
exec #10
       601                 0.0
       595                 2.7

solutions/BRKGA/R06_06_05_20             595             595             595             595             595             595             595             595             595             595       36001.848
