        UB            Time(s)
exec #1
       998                 0.0
       992               159.0
       975               177.2
       959               499.7
       956               538.8
       955               606.9
       953               608.8
       945               613.3
       931               615.2
       930               644.0
       929               658.3
       928               662.0
       913               666.9
       902               669.5
       893               674.7
       892               678.2
       890               679.8
       889               682.4
       888               848.0
exec #2
       998                 0.0
       985               101.7
       984               235.3
       963               273.8
       951               685.3
       945              1644.6
       943              2028.5
       933              3410.2
exec #3
       998                 0.0
       996               173.7
       993               212.2
       983               245.4
       976               278.3
       974               331.2
       962               408.2
       959               779.9
       956              1372.7
       954              1715.1
       951              2425.1
       946              2646.4
exec #4
       998                 0.0
       990                88.7
       948                94.3
       938               245.7
       932              1239.5
       926              1904.5
       924              1932.6
       922              1936.9
       921              1940.5
       919              1944.1
       915              1953.2
       908              1954.1
       905              1955.0
       895              1956.8
       894              1966.9
       893              1972.4
       892              1973.3
       891              2014.5
exec #5
       998                 0.0
       956               196.5
       952               376.5
       945               462.3
       944               471.2
       929               488.1
       928               556.8
       923               581.2
       919               587.3
       917               610.0
       916               652.4
       915               656.7
       913               661.1
       906               662.8
       905               670.2
       903               671.9
       902               686.4
       900               729.7
       899               743.5
       898              1701.7
       897              1726.8
exec #6
       998                 0.0
       995               110.2
       989               120.6
       983               221.7
       981               243.4
       953               293.5
       933              2249.0
exec #7
       998                 0.0
       996               236.5
       981               237.3
       962               898.4
exec #8
       998                 0.0
       993               135.8
       981               249.9
       979               527.0
       961               782.2
exec #9
       998                 0.0
       994                75.5
       981                91.7
       975               107.7
       956               131.8
       954               389.4
       949               550.3
       945              1030.0
       935              1754.7
exec #10
       998                 0.0
       977               122.0
       968               259.8
       957               707.0
       955               811.0
       951               818.3
       949               819.2
       948               828.8
       947               836.7
       946               997.6
       945              1007.7
       926              1731.2
       925              1750.8
       924              1834.8
       915              1837.6
       914              1854.8
       913              1855.7
       905              1856.5
       904              1873.2
       903              2699.6
       901              2851.1
       900              2913.9
       899              2944.4

solutions/BRKGA/R06_15_04_01             888             933             946             891             897             933             962             961             935             899       36015.170
