        UB            Time(s)
exec #1
       500                 0.0
       466                 0.0
exec #2
       481                 0.0
       479                 0.1
       467                 0.2
       466                 0.5
exec #3
       484                 0.0
       467                 0.0
       466                 0.1
exec #4
       466                 0.0
exec #5
       481                 0.0
       466                 0.1
exec #6
       497                 0.0
       481                 0.0
       467                 0.1
       466                 0.7
exec #7
       479                 0.0
       478                 0.0
       467                 0.1
       466                 0.2
exec #8
       479                 0.0
       478                 0.1
       466                 0.5
exec #9
       481                 0.0
       467                 0.1
       466                 0.5
exec #10
       488                 0.0
       467                 0.0
       466                 0.3

solutions/BRKGA/R05_06_05_00             466             466             466             466             466             466             466             466             466             466       36001.756
