        UB            Time(s)
exec #1
       534                 0.0
       533                 0.0
       524                 0.1
       514                 0.2
       497                 0.3
       494                 0.4
       490                 0.5
       486                 0.8
       482                 1.8
       475                 1.8
       471                 2.4
exec #2
       531                 0.0
       518                 0.0
       514                 0.1
       502                 0.2
       501                 0.3
       492                 0.4
       491                 0.7
       486                 0.7
       472                 1.4
       471                 1.5
exec #3
       548                 0.0
       540                 0.0
       509                 0.1
       499                 0.3
       493                 0.4
       491                 0.6
       490                 0.9
       486                 1.0
       482                 1.3
       480                 2.2
       471                 2.9
exec #4
       538                 0.0
       517                 0.1
       496                 0.2
       494                 0.4
       487                 0.7
       471                 1.0
exec #5
       551                 0.0
       537                 0.0
       514                 0.1
       511                 0.3
       507                 0.4
       487                 0.5
       481                 0.8
       471                 1.2
exec #6
       524                 0.0
       502                 0.1
       495                 0.2
       488                 0.4
       481                 0.7
       471                 1.0
exec #7
       541                 0.0
       531                 0.0
       518                 0.1
       512                 0.2
       497                 0.3
       486                 0.6
       472                 1.2
       471                 1.3
exec #8
       518                 0.0
       494                 0.2
       493                 0.3
       471                 0.7
exec #9
       512                 0.0
       502                 0.0
       492                 0.3
       488                 0.7
       481                 1.2
       480                 1.6
       471                 3.8
exec #10
       548                 0.0
       511                 0.0
       493                 0.1
       491                 1.0
       487                 1.0
       486                 1.3
       485                 1.4
       481                 2.2
       480                 2.8
       475                 3.0
       471                 3.3

solutions/BRKGA/R07_08_01_01             471             471             471             471             471             471             471             471             471             471       36001.368
