        UB            Time(s)
exec #1
      1167                 0.0
      1165                49.5
      1156                50.7
      1151                56.8
      1149                58.0
      1140                63.0
      1122                84.6
      1119               199.0
      1110               214.6
exec #2
      1167                 0.0
      1156                48.2
      1151                53.1
      1149                54.3
      1140                55.6
      1130                67.9
      1119                71.4
      1110                89.5
exec #3
      1167                 0.0
      1164                46.4
      1156                47.4
      1140                49.9
      1136                59.6
      1132                67.0
      1120                68.0
      1110                70.1
exec #4
      1167                 0.0
      1165                49.8
      1156                51.0
      1149                54.7
      1122                57.2
      1119                90.1
      1110               124.5
exec #5
      1167                 0.0
      1160                49.2
      1156                51.7
      1151                54.2
      1149                55.4
      1140                57.9
      1122                76.4
      1110                96.3
exec #6
      1167                 0.0
      1165                47.0
      1160                48.2
      1156                49.4
      1140                51.7
      1131                82.0
      1122                92.7
      1119               128.0
      1110               152.2
exec #7
      1167                 0.0
      1156                43.8
      1149                50.9
      1136                57.6
      1120               373.6
      1110               391.2
exec #8
      1167                 0.0
      1156                47.9
      1151                50.3
      1145                52.7
      1141                53.9
      1140                57.6
      1136                62.6
      1130                70.0
      1119                71.2
      1110                75.8
exec #9
      1167                 0.0
      1156                45.0
      1151                49.7
      1136                54.6
      1123                78.6
      1110                81.1
      1106              1060.4
exec #10
      1167                 0.0
      1165                48.0
      1156                49.2
      1140                56.1
      1136                64.6
      1125              1005.4
      1122              2046.5
      1113              2051.5

solutions/BRKGA/R07_20_03_10            1110            1110            1110            1110            1110            1110            1110            1110            1106            1113       36021.275
