        UB            Time(s)
exec #1
       650                 0.0
       649                10.2
       644                11.0
       641                11.4
       640              1030.4
       630              1357.9
exec #2
       650                 0.0
       646                11.3
       641                12.1
       640                13.9
       630               103.6
exec #3
       650                 0.0
       644                 9.7
       641                10.5
       640               259.4
       630               520.2
exec #4
       650                 0.0
       649                10.5
       644                10.9
       641                12.0
       640               138.8
       630               269.0
exec #5
       650                 0.0
       649                10.7
       644                11.1
       641                11.5
       640                32.0
       630                38.5
exec #6
       650                 0.0
       649                12.0
       641                12.4
       640              1055.1
       630              1330.0
exec #7
       650                 0.0
       644                 7.9
       641                10.5
       640                49.2
       630               239.3
exec #8
       650                 0.0
       649                11.6
       641                12.7
       640                43.0
       630               220.2
exec #9
       650                 0.0
       649                10.7
       641                11.8
       640                75.3
       630               556.6
exec #10
       650                 0.0
       649                11.8
       646                12.5
       641                12.9
       640               236.0
       630              1069.1

solutions/BRKGA/R07_10_04_20             630             630             630             630             630             630             630             630             630             630       36005.418
