        UB            Time(s)
exec #1
       909                 0.0
       905                 7.2
       902                 7.8
       901                 8.1
       898                 8.4
       894                 8.8
       885                70.5
       880               753.1
exec #2
       909                 0.0
       904                 7.5
       902                 8.0
       898                 8.5
       894                 9.4
       889                19.6
       885                21.2
       880              1775.1
exec #3
       909                 0.0
       906                 7.2
       902                 7.5
       901                 7.7
       894                 8.0
       885               647.2
       883              3218.9
exec #4
       909                 0.0
       905                 7.6
       901                 7.9
       898                 8.2
       897                 9.0
       894                 9.3
       885                46.4
exec #5
       909                 0.0
       894                 7.3
       885                29.5
exec #6
       909                 0.0
       906                 6.1
       894                 7.2
       885               114.9
exec #7
       909                 0.0
       898                 7.9
       894                 8.5
       885                17.9
       883              1223.2
exec #8
       909                 0.0
       902                 7.9
       898                 8.4
       894                 9.0
       889                24.3
       885                25.2
exec #9
       909                 0.0
       901                 9.4
       894                 9.7
       892               121.7
       889               122.2
       885               123.1
       883               411.1
       880               548.7
       873               621.9
       861               956.9
exec #10
       909                 0.0
       906                 9.9
       898                10.4
       897                10.7
       894                11.3
       885               117.0

solutions/BRKGA/R09_15_01_02             880             880             883             885             885             885             883             885             861             885       36004.216
