        UB            Time(s)
exec #1
       797                 0.0
       778                17.0
       771              1060.6
exec #2
       797                 0.0
       778                14.5
       771               695.2
exec #3
       797                 0.0
       796                16.1
       778                16.5
       771              1173.5
exec #4
       797                 0.0
       786                14.9
       778                15.4
       771                76.6
exec #5
       797                 0.0
       778                16.2
       771               251.1
exec #6
       797                 0.0
       778                16.1
       771               544.5
exec #7
       797                 0.0
       778                14.5
       771              1231.3
exec #8
       797                 0.0
       796                14.1
       778                15.3
       771              2712.1
exec #9
       797                 0.0
       778                15.3
       770                17.8
       762                49.4
exec #10
       797                 0.0
       778                14.8
       771              1970.7

solutions/BRKGA/R08_10_05_10             771             771             771             771             771             771             771             771             762             771       36007.629
