        UB            Time(s)
exec #1
      1167                 0.0
      1163               137.3
      1161               202.5
      1134               213.3
      1131               238.9
      1124               260.6
      1121               262.4
      1117               287.7
      1110               326.6
      1087               462.5
      1083               502.4
      1065               680.5
      1060               863.1
      1041               896.9
      1012               988.7
       983              1822.3
exec #2
      1167                 0.0
      1145               139.3
      1101               142.6
      1089               229.2
      1067               335.4
      1055               555.2
      1042               872.8
      1030              1546.9
       992              2253.9
exec #3
      1167                 0.0
      1137               140.4
      1130               145.8
      1116               147.5
      1051               205.8
      1038               617.6
      1030               691.9
      1023              1840.5
       978              2063.8
       972              3285.9
exec #4
      1167                 0.0
      1161               147.7
      1152               194.2
      1133               201.3
      1105               237.8
      1097               277.6
      1086               352.9
      1062               363.1
      1045               395.4
      1019               688.0
      1002               776.2
       985              1027.6
       957              1354.5
       944              3013.0
exec #5
      1167                 0.0
      1154               129.6
      1151               155.4
      1144               164.2
      1130               181.8
      1081               195.1
      1049               475.6
      1040              1131.8
      1028              1384.0
      1016              2080.6
      1010              2850.6
      1007              3271.1
exec #6
      1167                 0.0
      1162               192.4
      1127               201.2
      1126               255.3
      1105               301.9
      1099               352.7
      1087               538.5
      1083               597.2
      1075               754.0
      1065              1033.9
      1039              1153.4
      1013              1467.7
       994              1993.0
exec #7
      1167                 0.0
      1107               180.8
      1071               301.4
      1042              1338.4
       988              2316.9
exec #8
      1167                 0.0
      1145               190.4
      1137               192.1
      1100               207.8
      1088               330.3
      1085               391.7
      1084               467.7
      1074               535.7
      1055               689.8
      1050               850.1
      1007              1134.0
       968              2872.4
exec #9
      1167                 0.0
      1123               180.4
      1113               228.5
      1108               260.0
      1090               307.0
      1079               327.6
      1058               380.4
      1040               884.8
      1037               891.5
      1032               910.5
      1023              1739.6
      1013              1958.3
       990              2611.0
       986              3189.1
       974              3246.3
exec #10
      1167                 0.0
      1146               101.8
      1130               126.9
      1071               175.2
      1070               214.2
      1046               496.6
      1033               674.4
      1027               936.9
      1008              1062.0
       998              1875.1
       987              2138.3

solutions/BRKGA/R07_20_04_00             983             992             972             944            1007             994             988             968             974             987       36027.529
