        UB            Time(s)
exec #1
       998                 0.0
       983                23.8
       955                26.8
       940                32.5
       919                35.9
       905                57.8
       902                65.7
       901                75.9
       899                78.9
       896                84.3
       895                85.2
       894               105.5
       893               110.4
       892               113.8
       891               125.2
exec #2
       998                 0.0
       988                22.4
       946                26.5
       945                47.0
       944                69.4
       930                83.7
       929                94.9
       926               100.7
       916               109.5
       910               126.0
       900               140.3
       899               154.8
       897               159.8
       896               163.1
       895               167.4
       894               416.5
       893               420.8
exec #3
       998                 0.0
       984                20.1
       977                22.7
       964                25.6
       951                28.9
       950                32.7
       945                34.0
       935                35.3
       934                40.2
       931                41.1
       929                42.5
       926                44.3
       925                44.6
       919                46.5
       917                50.0
       905                51.5
       891                54.5
       888                58.4
       886                60.3
       884                69.0
       883                72.0
       880                75.2
       878                77.1
       877                79.1
       875                85.6
       873                90.6
       872               102.0
       871               105.0
       870               106.5
exec #4
       998                 0.0
       982                20.6
       978                24.1
       974                25.7
       970                26.7
       947                27.2
       942                29.8
       940                36.7
       937                38.1
       920                38.6
       917                46.7
       916                56.1
       914                58.7
       909                62.2
       908                63.6
       905                66.2
       902                69.6
       901                71.1
       898                74.2
       897                82.2
       895                82.7
       894                85.8
       892                87.4
       891                95.0
exec #5
       998                 0.0
       953                34.5
       952                50.6
       943                51.6
       941                61.9
       920                70.5
       919               118.7
       918               121.2
       916               125.1
       915               140.2
       914               141.1
       908               222.1
       895               224.6
exec #6
       998                 0.0
       987                15.3
       976                17.8
       969                18.8
       960                20.3
       947                22.3
       927                33.1
       924                59.5
       923                63.5
       922                66.4
       915                66.9
       914                77.4
       913                80.3
       908                81.1
       907                86.0
       905                87.5
       904                91.7
       903                98.3
       900               566.1
       888               567.6
       884               575.0
       881               590.1
       880               595.9
       879               602.4
exec #7
       998                 0.0
       986                15.3
       978                16.8
       959                19.2
       948                20.9
       917                37.8
       910               123.0
       902               184.5
       901               185.0
       900               197.4
       898               204.2
       897               205.7
       896               209.7
       895               210.7
exec #8
       998                 0.0
       980                20.6
       965                26.2
       951                27.7
       943                28.7
       939                30.7
       935                41.7
       915                87.3
       913                95.8
       910                97.1
       905               124.6
       898               141.4
       897               154.9
       896               162.2
       895               175.6
       893               290.2
exec #9
       998                 0.0
       995                16.3
       975                19.2
       971                20.2
       963                23.7
       951                24.1
       950                26.6
       948                27.5
       927                28.9
       926                34.2
       919                36.5
       910                47.1
       904                68.3
       897                84.0
       895               242.1
       890               288.3
       888               304.9
       884               319.2
       880               319.7
       879               403.4
exec #10
       998                 0.0
       973                23.1
       967                36.0
       964                41.4
       959                54.9
       958                58.3
       936                58.8
       934                67.2
       930                68.1
       915                70.5
       913                76.0
       904                83.7
       899                89.3
       898               104.7
       895               108.5
       892               116.9
       891               149.1
       890               149.6
       889               158.9
       888               164.2

solutions/BRKGA/R06_15_02_01             891             893             870             891             895             879             895             893             879             888       36007.193
