        UB            Time(s)
exec #1
       689                 0.0
       680                22.5
exec #2
       689                 0.0
       688                15.2
exec #3
       689                 0.0
       688                25.5
       680                27.2
exec #4
       689                 0.0
       688                22.4
       680                22.9
exec #5
       689                 0.0
       688                12.5
       680              3260.2
exec #6
       689                 0.0
       688                15.0
       680              2509.0
exec #7
       689                 0.0
       688                20.3
       680                22.8
exec #8
       689                 0.0
       688                16.3
exec #9
       689                 0.0
       688                13.8
exec #10
       689                 0.0
       688                11.8

solutions/BRKGA/R07_12_03_20             680             688             680             680             680             680             680             688             688             688       36006.496
