        UB            Time(s)
exec #1
       520                 0.0
       503                 0.0
       500                 0.1
       487                 0.2
       485                 0.4
       483                 0.9
       481                 1.1
       480                 4.8
       479                11.7
       478                24.0
       476                27.2
       475                30.8
       474                36.0
       472                37.3
       471                39.0
       470                39.7
       469                42.0
       468                42.6
       466                44.1
exec #2
       496                 0.0
       489                 0.0
       488                 0.6
       487                 0.7
       485                 1.6
       484                 1.9
       483                 4.9
       482                 5.5
       481                 5.6
       480                17.3
       479                22.1
       477                34.3
       476                38.9
       475                39.8
       473                41.9
       472                47.2
       470                49.9
       469                53.4
       468                55.2
       466               124.6
exec #3
       493                 0.0
       491                 0.2
       487                 0.4
       486                 1.0
       485                 2.1
       482                 2.5
       479                 6.7
       478                29.2
       477                41.0
       475                53.1
       473                63.9
       472                67.9
       471               105.4
       469               158.4
       468               161.9
       467               177.6
exec #4
       493                 0.0
       489                 0.2
       486                 0.9
       485                 1.3
       482                 2.7
       480                 8.5
       478                20.0
       477                44.6
       475                45.2
       474                51.1
       472                62.0
       471                67.5
       468                70.3
       466                76.9
exec #5
       507                 0.0
       492                 0.0
       484                 0.1
       483                 2.3
       482                 3.4
       481                 7.1
       477                11.3
       476                27.7
       472                31.1
       471                39.2
       469                41.6
       468                42.9
       466                44.0
exec #6
       500                 0.0
       488                 0.1
       487                 0.7
       486                 2.8
       485                 3.3
       484                 3.6
       483                 6.1
       482                 8.6
       481                15.0
       479                21.2
       476                49.6
       475                56.1
       474                71.8
       473                73.5
       472                79.9
       471                80.4
       470                81.6
       469                94.7
       468               116.0
       467               121.5
exec #7
       500                 0.0
       486                 0.5
       480                 2.5
       479                 7.9
       478                 9.4
       477                13.7
       476                26.5
       475                29.1
       474                31.1
       473                35.7
       472                39.2
       471                41.5
       469                43.7
       468                47.3
       467                47.9
       466                48.7
exec #8
       505                 0.0
       493                 0.0
       492                 0.1
       491                 0.4
       486                 0.5
       484                 0.8
       483                 5.2
       482                 5.6
       481                 6.6
       480                 8.0
       479                15.3
       475                18.0
       473                43.3
       472                54.0
       471                54.7
       468               969.6
       467               975.1
exec #9
       500                 0.0
       496                 0.0
       491                 0.1
       487                 0.2
       486                 1.4
       485                 1.8
       484                 1.9
       483                 3.0
       482                 3.3
       481                 4.2
       480                 4.9
       478                15.0
       477                29.0
       475                31.7
       474                38.2
       473                40.6
       472                44.6
       471                47.2
       470                48.7
       469                53.3
       468                55.5
       467                58.3
       466                59.9
exec #10
       513                 0.0
       491                 0.0
       485                 0.1
       479                 0.8
       478                28.9
       477                39.0
       476                42.2
       473                43.6
       472                54.7
       470                57.3
       469                59.8
       468                60.7
       467                61.0
       466                61.4

solutions/BRKGA/R08_06_05_01             466             466             467             466             466             467             466             467             466             466       36001.918
