        UB            Time(s)
exec #1
       998                 0.0
       996                21.6
       978                22.2
       977                23.7
       974                25.7
exec #2
       998                 0.0
       987                19.4
       978                20.9
       974                21.9
exec #3
       998                 0.0
       989                22.0
       979                22.6
       974                24.6
       973               433.1
       971               456.1
       970               457.7
       965               458.7
       964               476.3
       963               479.4
       962               483.9
       961               494.5
       960               495.0
       950               495.5
       946               729.2
exec #4
       998                 0.0
       987                21.4
       984                23.4
       983                23.9
       980                24.4
       974                24.9
       969              3218.1
       968              3255.3
       967              3263.8
       965              3265.3
       964              3274.2
       963              3282.4
       961              3283.0
       960              3284.0
       955              3285.4
       952              3286.9
       947              3288.1
       941              3328.4
exec #5
       998                 0.0
       989                23.7
       984                25.2
       978                25.7
       977                26.7
       974                28.2
exec #6
       998                 0.0
       992                19.3
       981                20.3
       978                21.2
       974                22.2
exec #7
       998                 0.0
       992                19.9
       984                20.4
       979                21.4
       978                22.4
       977                23.9
       974                24.9
exec #8
       998                 0.0
       988                17.6
       978                18.1
       974                21.5
exec #9
       998                 0.0
       996                18.3
       992                20.8
       989                21.3
       984                21.8
       983                22.8
       980                23.2
       978                23.6
       974                23.9
exec #10
       998                 0.0
       987                16.7
       979                20.6
       978                22.5
       974                23.5

solutions/BRKGA/R06_15_02_05             974             974             946             941             974             974             974             974             974             974       36007.328
