        UB            Time(s)
exec #1
       557                 0.0
       550                 7.5
       541                 7.6
       536                 8.4
       534                10.4
       527                11.1
       523                11.6
       522                12.7
       518                12.9
       512                13.5
       508                14.9
       506                15.1
       501                15.4
exec #2
       557                 0.0
       551                 5.2
       546                 6.2
       536                 8.4
       529                 9.6
       526                10.2
       521                10.3
       519                10.5
       516                11.4
       514                12.3
       509                12.6
       508                13.4
       506                13.5
       501                15.3
exec #3
       557                 0.0
       546                 7.3
       543                 7.9
       538                 8.3
       537                 8.7
       526                 9.0
       521                 9.2
       518                10.4
       511                11.2
       506                12.6
       501                13.7
exec #4
       557                 0.0
       552                 4.6
       526                 5.8
       516                 8.0
       511                12.7
       507                13.2
       506                13.7
       501                14.4
exec #5
       557                 0.0
       548                 4.1
       539                 8.0
       536                 8.2
       529                 8.5
       511                 8.7
       506                 9.5
       501                 9.7
exec #6
       557                 0.0
       552                 6.8
       551                 7.0
       549                 7.5
       547                 7.9
       536                 8.0
       526                 8.7
       517                10.3
       511                10.5
       501                11.9
exec #7
       557                 0.0
       552                 5.9
       537                 6.1
       535                 7.0
       516                 7.6
       509                 8.7
       507                 9.0
       501                 9.4
exec #8
       557                 0.0
       553                 7.1
       551                 8.6
       541                 9.3
       536                10.5
       529                11.1
       525                11.6
       521                12.8
       514                13.0
       509                13.3
       508                13.5
       501                13.8
exec #9
       557                 0.0
       551                 4.5
       538                 7.6
       521                 9.5
       511                 9.7
       501                10.8
exec #10
       557                 0.0
       542                 7.1
       532                 7.3
       516                 7.5
       512                 9.1
       506                10.5
       502                10.7
       501                11.5

solutions/BRKGA/R07_08_03_05             501             501             501             501             501             501             501             501             501             501       36002.713
