        UB            Time(s)
exec #1
       622                 0.0
       604                 1.3
       598                 2.4
       568                 3.2
       565                 4.1
       553                 7.1
       550                12.2
       541                17.8
       534                18.3
       533                23.4
       523                28.2
exec #2
       622                 0.0
       621                 1.8
       614                 2.3
       603                 2.8
       597                 3.1
       570                 4.5
       563                 5.4
       558                 7.2
       544                10.0
       539                12.3
       528                20.7
       526                25.5
       525                25.8
       523                27.6
exec #3
       622                 0.0
       592                 0.6
       587                 2.1
       579                 2.4
       578                 6.0
       569                 6.3
       542                 7.8
       526                15.9
       523                22.6
exec #4
       622                 0.0
       620                 0.0
       615                 1.5
       596                 2.7
       585                 3.3
       566                 4.5
       562                12.0
       551                13.8
       550                14.7
       547                19.8
       535                23.4
       533                32.7
       524                33.3
       523                67.4
exec #5
       622                 0.0
       615                 0.0
       579                 1.2
       563                 4.5
       558                13.6
       542                13.9
       527                19.0
       524                22.0
       523                40.6
exec #6
       622                 0.0
       605                 0.6
       597                 1.5
       561                 2.3
       534                 9.3
       527                31.8
       526                33.3
       525                52.8
       523                56.7
exec #7
       622                 0.0
       612                 1.1
       589                 1.4
       585                 2.0
       572                 5.5
       569                10.1
       566                10.7
       551                11.0
       535                13.9
       525                22.6
       523                37.5
exec #8
       622                 0.0
       588                 0.9
       578                 5.4
       573                 8.1
       564                11.8
       560                16.3
       554                19.6
       539                20.8
       538                27.4
       529                31.0
       525                31.3
       524                31.6
       523                43.6
exec #9
       622                 0.0
       612                 1.5
       607                 2.5
       577                 3.4
       571                 4.2
       566                 5.9
       558                 6.2
       543                 9.8
       529                16.1
       524                24.5
       523                52.8
exec #10
       622                 0.0
       581                 1.5
       568                 4.7
       556                 6.4
       550                11.2
       538                12.3
       536                16.7
       529                17.3
       525                23.2
       523                31.5

solutions/BRKGA/R05_10_03_00             523             523             523             523             523             523             523             523             523             523       36004.781
