        UB            Time(s)
exec #1
       751                 0.0
       746               841.9
       736               847.0
       735               850.0
       730               855.9
exec #2
       751                 0.0
       745               144.5
       743               149.1
       740               149.9
       738               153.7
       733              1427.2
exec #3
       751                 0.0
       750               174.1
       748               183.8
       743               190.9
       740               319.3
       738               323.0
       733              1217.0
exec #4
       751                 0.0
       748              3482.8
       743              3491.1
       738              3492.3
exec #5
       751                 0.0
       749                30.4
       739                32.1
exec #6
       751                 0.0
       748               139.3
       743               149.8
       738               168.5
       733               183.1
       728               402.2
exec #7
       751                 0.0
       749              2342.8
       748              2351.9
       745              2352.3
       740              2353.1
       735              2357.5
       730              2357.9
exec #8
       751                 0.0
       746               710.8
       740               727.7
       735               730.5
       733               737.9
exec #9
       751                 0.0
exec #10
       751                 0.0
       742                21.8
       739                28.5

solutions/BRKGA/R09_12_03_05             730             733             733             738             739             728             730             733             751             739       36006.128
