        UB            Time(s)
exec #1
       455                 0.0
       454                 0.5
       453                 0.6
       452                 0.7
       451                 0.9
       448                 1.4
       446                 4.2
       445                 5.0
       443                12.0
       442                16.1
       441                19.2
       440                19.3
       438                24.0
       437                31.8
       436                34.5
       435                40.2
exec #2
       471                 0.0
       469                 0.0
       456                 0.3
       453                 0.5
       452                 1.1
       450                 1.2
       445                 1.6
       442                20.8
       441                32.9
       440                33.6
       439                36.2
       438                36.9
       437                42.8
       436                44.9
       435                46.5
       434                47.1
exec #3
       482                 0.0
       478                 0.0
       459                 0.1
       451                 0.2
       446                 0.7
       445                 0.9
       444                 8.6
       441                 9.9
       439                19.7
       438                21.2
       437                21.8
       436                23.1
       434                24.5
exec #4
       473                 0.0
       466                 0.0
       453                 0.2
       452                 0.5
       450                 0.9
       446                 1.3
       445                 7.8
       444                 9.6
       443                14.5
       442                19.7
       441                22.2
       439                22.5
       438                25.5
       437                27.8
       434                30.3
exec #5
       453                 0.0
       450                 0.5
       449                 2.2
       448                 2.9
       446                 6.1
       445                17.5
       443                19.4
       442                26.6
       441                29.3
       440                33.7
       438                35.2
       437                37.9
       435                38.6
       434                59.0
exec #6
       481                 0.0
       470                 0.0
       455                 0.1
       453                 0.2
       450                 0.8
       446                 1.3
       445                 5.3
       444                 7.2
       442                13.0
       441                22.6
       440                24.0
       438                25.0
       437                26.9
       436                27.7
       435                29.0
       434                34.6
exec #7
       478                 0.0
       469                 0.1
       455                 0.2
       452                 0.3
       448                 0.9
       446                 3.4
       444                 5.6
       443                13.3
       442                15.7
       441                21.2
       439                22.1
       436                24.3
       435                31.5
       434                32.5
exec #8
       453                 0.0
       452                 0.8
       450                 1.5
       449                 2.0
       448                 2.2
       447                 3.8
       446                 6.5
       443                10.9
       441                21.2
       440                25.0
       439                25.5
       438                27.8
       437                29.7
       434                30.7
exec #9
       479                 0.0
       472                 0.0
       454                 0.1
       452                 0.6
       449                 1.2
       446                 2.3
       445                 6.1
       444                 8.9
       443                15.4
       442                22.0
       441                27.6
       440                29.0
       436                30.7
       435                34.7
       434                35.4
exec #10
       472                 0.0
       470                 0.0
       454                 0.3
       453                 0.6
       448                 1.0
       445                 4.1
       444                 6.4
       443                15.2
       442                15.8
       441                18.4
       440                18.9
       438                21.8
       437                24.6
       436                27.3
       435                28.3
       434                28.7

solutions/BRKGA/R07_06_04_01             435             434             434             434             434             434             434             434             434             434       36001.823
