        UB            Time(s)
exec #1
       909                 0.0
       902                45.9
       892                66.9
       888               103.8
       880               128.1
       869               166.4
       864               177.4
       839               215.5
       833               280.3
       830               306.3
       823               327.9
       818               362.3
       817               363.6
       811               410.6
       808               455.2
       805               495.2
       803               543.6
       802               552.7
       801               576.3
       799               632.0
       797               698.5
       793               729.6
       792               816.2
       791               827.9
       790               829.1
       789               834.2
       788               838.6
       787               869.1
       786               871.8
       784               876.5
       783               877.2
       782               989.9
       781              1051.3
exec #2
       909                 0.0
       907               164.5
       899               197.3
       894               237.4
       868               283.6
       866               393.3
       862               485.6
       859               508.4
       846               514.2
       836               600.3
       826               803.6
       825               854.2
       813               892.7
       812               933.3
       809               976.6
       807              1020.1
       805              1047.1
       803              1100.1
       802              1114.9
       800              1123.9
       799              1137.6
       798              1185.1
       796              1196.7
       794              1228.0
       792              1277.9
       791              1357.7
       789              1404.9
       788              1519.8
       787              1532.8
       785              1890.6
       784              1932.3
       783              2222.3
       782              2438.5
       781              2471.9
exec #3
       909                 0.0
       892                44.2
       885               114.8
       872               141.8
       869               144.3
       854               203.4
       852               226.4
       847               336.1
       838               340.5
       834               448.9
       825               573.6
       816               684.8
       815               841.7
       814              1109.0
       813              1182.2
       811              1218.5
       810              1271.8
       809              1276.2
       800              1453.4
       797              1630.8
       796              1878.2
       794              1904.4
       793              1974.9
       792              2003.1
       791              2012.3
       789              2019.6
       788              2023.8
       787              2025.0
       786              2041.1
       785              2244.3
       784              2382.0
exec #4
       909                 0.0
       904                72.1
       902                75.3
       895                77.7
       883                96.2
       882               145.0
       872               145.6
       852               173.0
       838               261.4
       836               289.2
       835               330.6
       828               478.2
       824               532.2
       821               558.5
       819               723.5
       817               789.7
       813               982.1
       811               997.0
       810              1044.0
       799              1125.2
       798              1321.4
       797              1324.4
       796              1332.0
       795              1507.2
       794              1567.5
exec #5
       909                 0.0
       882               136.8
       876               187.4
       846               299.5
       839               430.0
       836               569.7
       829               570.8
       826               574.5
       824               580.3
       821               586.7
       819               593.4
       814               596.0
       813               601.5
       812               602.1
       811               612.6
       810               614.8
       809               623.5
       808               628.9
       807               630.9
       806               633.0
       805               649.2
       802               656.3
       801               662.9
       799               724.8
       797               734.6
       796               801.5
       795               873.1
       794              1348.3
       791              1359.3
       790              1361.8
       789              1363.7
       783              1368.6
       782              1372.4
       781              1437.1
exec #6
       909                 0.0
       896                65.2
       881               127.1
       873               212.3
       865               286.4
       863               501.7
       861               519.3
       855               527.6
       852               730.9
       849               754.4
       843               764.0
       840               975.8
       839               979.6
       838              1062.7
       836              1115.2
       835              1136.0
       832              1151.7
       829              1167.5
       828              1175.0
       827              1190.1
       826              1201.5
       825              1212.8
       824              1253.6
       823              1502.7
       822              1510.2
       821              2449.1
       820              3458.9
exec #7
       909                 0.0
       879               143.3
       863               278.9
       846               304.2
       826               412.5
       818               521.2
       812               533.1
       802               587.4
       800               681.7
       799               686.5
       795               695.6
       794               715.1
       792               776.4
       791               788.9
       790               796.5
       789               831.8
       787               837.9
       786               866.1
       785               875.4
       784               887.0
       783               938.6
       781              1252.8
exec #8
       909                 0.0
       905                66.8
       888                70.0
       886               186.5
       885               222.9
       880               229.9
       866               233.7
       864               249.0
       861               365.2
       855               380.2
       854               506.6
       844               556.0
       841               804.2
       839               818.2
       838               890.9
       836               899.8
       835               930.4
       834               956.2
       833               990.8
       832               998.2
       830              1051.1
       829              1180.9
       828              1193.4
       826              1635.5
       825              1742.6
       824              2406.6
       823              2483.9
       822              2884.4
       821              2929.8
       820              3210.5
exec #9
       909                 0.0
       903                60.7
       899                75.4
       896               107.1
       870               172.8
       868               264.6
       857               313.6
       856               370.7
       845               373.9
       837               441.0
       836               475.4
       833               567.0
       827               573.6
       820               580.1
       810               586.5
       804               648.3
       801               658.2
       798               672.1
       793               682.6
       791               706.4
       789               718.6
       787               730.4
       786               801.6
       785               805.0
       784               812.1
       783               816.3
       782               828.0
exec #10
       909                 0.0
       901                81.0
       893               155.2
       888               178.4
       880               214.6
       865               252.3
       864               274.8
       853               276.1
       851               440.2
       850               466.4
       848               473.7
       846               520.6
       843               607.9
       841               656.5
       839               717.6
       837               773.6
       835               809.6
       834               866.6
       833               868.5
       832               901.8
       831               943.9
       830               952.1
       829               979.0
       827              1003.5
       826              1174.1
       825              1184.2
       824              1191.7

solutions/BRKGA/R09_15_03_01             781             781             784             794             781             820             781             820             782             824       36010.595
