        UB            Time(s)
exec #1
       786                 0.0
       782                 0.0
       772                 0.1
       729                 0.3
       714                 0.7
       708                 1.2
       692                 3.0
       689                 4.7
       688                 5.6
       685                 7.2
       683                 8.8
       681                11.0
exec #2
       762                 0.0
       761                 0.0
       759                 0.1
       731                 0.2
       721                 0.4
       706                 0.8
       693                 3.0
       690                 4.0
       688                 4.3
       687                 5.8
       685                 6.1
       683                 6.2
       682               134.2
       681               222.0
       680               225.9
       679               228.3
       678              1846.7
exec #3
       801                 0.0
       738                 0.0
       727                 0.3
       720                 1.0
       718                 1.7
       703                 1.9
       700                 2.5
       693                 3.9
       687                 4.2
       686                 5.3
       685                 6.6
       684                 7.6
       683                10.2
       682                12.0
       681                12.4
exec #4
       798                 0.0
       767                 0.0
       761                 0.1
       755                 0.3
       747                 0.4
       744                 0.5
       739                 0.7
       723                 0.8
       713                 1.2
       703                 1.6
       698                 3.2
       689                 4.2
       686                 6.0
       685                14.6
       684                16.7
       683                17.3
exec #5
       763                 0.0
       747                 0.1
       745                 0.3
       737                 0.5
       711                 0.7
       698                 1.0
       693                 3.7
       689                 4.0
       688                 4.1
       685                 4.4
       683                 7.5
       680                 8.6
       679                14.7
       678                15.4
exec #6
       759                 0.0
       752                 0.1
       731                 0.3
       728                 0.6
       706                 0.8
       699                 2.6
       697                 2.9
       695                 3.0
       694                 3.6
       688                 4.2
       687                 7.2
       686                 7.5
       683                 7.9
       682                12.4
       681                14.0
       680                17.2
exec #7
       782                 0.0
       770                 0.1
       753                 0.4
       720                 0.6
       711                 1.0
       701                 1.7
       700                 2.4
       688                 3.3
       686                 4.3
       685                10.9
       683                11.5
exec #8
       767                 0.0
       743                 0.0
       740                 0.1
       713                 0.5
       702                 0.9
       698                 2.0
       690                 3.5
       689                 9.1
       688                11.6
       685                16.5
       684                18.5
       682                20.6
       681                23.6
       680                24.3
       679                52.8
       678               145.2
exec #9
       790                 0.0
       759                 0.0
       744                 0.5
       732                 0.6
       729                 0.7
       694                 1.0
       690                 2.6
       687                 7.0
       686                 7.3
       683                 7.8
       682                13.4
       681                18.4
exec #10
       780                 0.0
       759                 0.0
       739                 0.1
       734                 0.4
       710                 0.8
       708                 0.9
       688                 1.4
       686                 6.6
       685                14.8
       682                16.8
       681                21.5
       679                21.8
       678                28.4

solutions/BRKGA/R06_08_02_01             681             678             681             683             678             680             683             678             681             678       36002.202
