        UB            Time(s)
exec #1
       916                 0.0
exec #2
       916                 0.0
exec #3
       916                 0.0
exec #4
       916                 0.0
       913               597.5
       879              1491.8
exec #5
       916                 0.0
       890               560.9
exec #6
       916                 0.0
exec #7
       916                 0.0
exec #8
       916                 0.0
       905              2132.0
exec #9
       916                 0.0
       910              3317.8
exec #10
       916                 0.0
       914              1851.2
       893              2533.5
       889              3322.0

solutions/BRKGA/R07_15_05_02             916             916             916             879             890             916             916             905             910             889       36015.934
