        UB            Time(s)
exec #1
       485                 0.0
       460                 0.0
       451                 0.2
exec #2
       491                 0.0
       488                 0.0
       451                 0.0
exec #3
       491                 0.0
       471                 0.0
       451                 0.1
exec #4
       451                 0.0
exec #5
       488                 0.0
       461                 0.0
       451                 0.0
exec #6
       495                 0.0
       463                 0.0
       451                 0.1
exec #7
       471                 0.0
       460                 0.0
       451                 0.1
exec #8
       490                 0.0
       471                 0.0
       460                 0.0
       451                 0.1
exec #9
       484                 0.0
       460                 0.0
       451                 0.1
exec #10
       489                 0.0
       461                 0.0
       451                 0.1

solutions/BRKGA/R07_06_01_05             451             451             451             451             451             451             451             451             451             451       36000.794
