        UB            Time(s)
exec #1
       557                 0.0
       553                 0.1
       540                 0.2
       517                 0.3
       516                 0.5
       511                 0.6
exec #2
       557                 0.0
       539                 0.0
       524                 0.4
       511                 0.5
exec #3
       557                 0.0
       534                 0.2
       521                 0.4
       511                 0.5
exec #4
       557                 0.0
       527                 0.3
       511                 0.3
exec #5
       557                 0.0
       538                 0.1
       519                 0.4
       511                 0.8
exec #6
       551                 0.0
       531                 0.2
       528                 0.4
       518                 0.4
       517                 0.5
       511                 0.6
exec #7
       557                 0.0
       539                 0.0
       527                 0.3
       519                 0.6
       511                 0.7
exec #8
       557                 0.0
       511                 0.1
exec #9
       557                 0.0
       553                 0.2
       528                 0.3
       524                 0.3
       518                 0.5
       511                 0.7
exec #10
       557                 0.0
       553                 0.1
       531                 0.3
       519                 0.5
       518                 0.7
       511                 0.8

solutions/BRKGA/R07_08_01_10             511             511             511             511             511             511             511             511             511             511       36001.433
