        UB            Time(s)
exec #1
       590                 0.0
       577                 8.6
       563                 9.9
       562                12.2
       556                12.4
       542                12.5
       541                13.6
       537                13.8
       531                16.0
       527                16.5
exec #2
       590                 0.0
       581                 9.7
       567                10.8
       557                11.1
       551                12.6
       536                13.8
       531                15.7
       527                17.4
exec #3
       590                 0.0
       588                11.7
       571                12.1
       566                12.3
       562                13.0
       546                13.8
       532                14.0
       527                18.1
exec #4
       590                 0.0
       587                12.3
       581                13.9
       576                14.2
       572                15.6
       567                16.7
       542                17.4
       537                20.4
exec #5
       590                 0.0
       587                 7.8
       577                 8.8
       566                 9.0
       561                10.5
       551                10.6
       546                11.9
       541                13.0
       537                14.0
       536                14.3
       532                14.6
       531                14.9
       527                15.1
exec #6
       590                 0.0
       582                 9.8
       577                11.1
       576                11.6
       569                11.9
       561                12.1
       556                13.7
       547                13.9
       532                14.0
       531                16.3
       527                17.1
exec #7
       590                 0.0
       589                12.8
       587                13.8
       582                15.8
       570                16.5
       557                17.6
       555                21.8
       552                23.0
       550                24.2
       547                26.0
       545                26.2
       540                70.3
       535                84.6
exec #8
       590                 0.0
       587                11.3
       562                13.6
       557                14.3
       552                16.0
       546                16.1
       541                17.5
       537                18.6
       532              2551.3
exec #9
       590                 0.0
       582                12.0
       557                13.2
       556                17.9
       552                18.8
       542                19.5
       541                21.1
       537                21.6
       532                52.8
exec #10
       590                 0.0
       586                11.5
       571                12.2
       566                13.2
       561                13.6
       552                13.8
       546                14.0
       537                15.0
       532                16.0
       531                16.9
       527                18.0

solutions/BRKGA/R05_08_03_05             527             527             527             537             527             527             535             532             532             527       36002.953
