        UB            Time(s)
exec #1
       501                 0.0
       497                 0.2
       492                 0.3
       487                 0.4
       485                 0.6
       482                 1.1
       481                 3.0
       479                 5.6
       478                 8.8
       477                11.1
       475                11.4
       473                20.2
       472                23.4
       471                25.4
       470                27.5
exec #2
       501                 0.0
       491                 0.1
       490                 0.4
       485                 0.5
       483                 1.9
       481                 3.0
       480                 3.3
       479                 3.6
       477                 5.2
       476                10.7
       475                14.0
       473                15.7
       472                17.1
       471                17.9
       470                20.3
exec #3
       501                 0.0
       493                 0.2
       489                 0.3
       485                 1.1
       484                 1.7
       483                 1.8
       481                 4.2
       480                 6.2
       479                 7.1
       477                 8.8
       475                11.9
       474                17.4
       473                22.1
       472                23.0
       471                25.4
       470                26.5
exec #4
       501                 0.0
       482                 0.3
       481                 5.1
       477                 6.2
       476                13.0
       475                13.7
       474                14.7
       473                16.3
       472                16.6
       471                18.3
       470                19.6
exec #5
       501                 0.0
       488                 0.0
       487                 0.5
       486                 0.8
       482                 1.4
       479                 3.0
       476                 5.2
       474                19.3
       473                23.6
       472                27.0
       471                38.4
       470                86.8
exec #6
       501                 0.0
       490                 0.2
       487                 0.7
       484                 2.7
       483                 2.8
       482                 3.1
       475                 4.8
       474                16.0
       473                18.4
       472                21.3
       471                22.3
       470                25.6
exec #7
       499                 0.0
       491                 0.0
       489                 0.2
       487                 0.8
       486                 1.5
       484                 1.9
       482                 2.2
       480                 6.9
       479                 9.4
       478                12.5
       477                18.0
       475                18.1
       474                22.7
       473                24.3
       472                25.8
       471                26.1
       470                27.0
exec #8
       501                 0.0
       497                 0.0
       491                 0.1
       489                 0.5
       488                 0.7
       487                 0.9
       485                 1.4
       484                 1.8
       481                 2.1
       479                 2.6
       477                 4.9
       476                 5.4
       475                 7.3
       474                 9.0
       473                14.0
       471                14.8
       470                16.6
exec #9
       501                 0.0
       492                 0.2
       491                 0.3
       487                 0.5
       486                 1.4
       482                 1.7
       479                 4.4
       478                 5.1
       477                10.5
       476                13.9
       475                18.6
       474                19.4
       473                20.1
       472                23.4
       471                25.1
       470                26.2
exec #10
       501                 0.0
       489                 0.2
       485                 0.9
       483                 2.6
       481                 3.7
       480                 5.3
       479                 6.1
       478                10.1
       477                11.6
       476                14.3
       475                17.4
       474                19.1
       472                19.8
       471                20.5
       470              1217.3

solutions/BRKGA/R05_06_04_01             470             470             470             470             470             470             470             470             470             470       36001.762
