        UB            Time(s)
exec #1
       557                 0.0
       545                 4.0
       544                 4.1
       528                 4.3
exec #2
       557                 0.0
       544                 4.1
       528                 4.7
exec #3
       557                 0.0
       531                 4.7
       528                 5.0
exec #4
       557                 0.0
       556                 4.4
       531                 4.5
       528                 4.7
exec #5
       557                 0.0
       544                 4.1
       531                 4.5
       528                 4.9
exec #6
       557                 0.0
       551                 4.7
       539                 4.9
       528                 5.0
exec #7
       557                 0.0
       533                 3.9
       528                 4.6
exec #8
       557                 0.0
       537                 3.9
       528                 4.4
exec #9
       557                 0.0
       542                 4.2
       528                 4.3
exec #10
       557                 0.0
       556                 4.1
       533                 4.5
       528                 4.6

solutions/BRKGA/R07_08_03_20             528             528             528             528             528             528             528             528             528             528       36003.063
