        UB            Time(s)
exec #1
       467                 0.0
       451                 0.0
       442                 0.2
exec #2
       479                 0.0
       442                 0.0
exec #3
       479                 0.0
       456                 0.0
       448                 0.0
       442                 0.2
exec #4
       448                 0.0
       442                 0.1
exec #5
       479                 0.0
       452                 0.0
       442                 0.2
exec #6
       486                 0.0
       456                 0.0
       452                 0.0
       442                 0.1
exec #7
       456                 0.0
       452                 0.1
       442                 0.2
exec #8
       471                 0.0
       452                 0.0
       442                 0.0
exec #9
       463                 0.0
       460                 0.0
       451                 0.0
       448                 0.1
       442                 0.1
exec #10
       477                 0.0
       456                 0.0
       451                 0.0
       448                 0.1
       442                 0.3

solutions/BRKGA/R07_06_01_02             442             442             442             442             442             442             442             442             442             442       36000.794
