        UB            Time(s)
exec #1
       872                 0.0
       866                 1.8
       859                 2.2
       851                 2.4
       835                 2.6
exec #2
       872                 0.0
       867                 1.8
       835                 2.2
exec #3
       872                 0.0
       863                 1.6
       859                 2.1
       857                 2.2
       835                 2.4
exec #4
       872                 0.0
       871                 1.7
       863                 1.8
       856                 2.3
       853                 2.4
       844                 2.8
       835                 2.9
exec #5
       872                 0.0
       855                 1.2
       851                 1.9
       850                 2.0
       838                 2.3
       835                 3.2
exec #6
       872                 0.0
       863                 1.8
       838                 2.0
       835                 4.2
exec #7
       872                 0.0
       861                 1.1
       835                 1.8
exec #8
       872                 0.0
       869                 0.8
       865                 1.2
       844                 1.9
       835                 2.5
exec #9
       872                 0.0
       859                 1.7
       838                 2.2
       835                 3.4
exec #10
       872                 0.0
       866                 1.7
       851                 1.9
       835                 2.1

solutions/BRKGA/R06_10_01_20             835             835             835             835             835             835             835             835             835             835       36002.121
