        UB            Time(s)
exec #1
      1186                 0.0
      1174                 8.8
      1154                 9.8
      1149                10.2
      1141                10.6
      1132                11.6
      1124                12.1
      1123                12.6
      1114                13.1
      1107                13.6
      1093                15.0
      1091                17.9
      1089                19.9
      1075               292.7
      1072               319.1
      1069               319.6
      1067               320.1
      1064               320.6
      1060               408.6
      1057              1095.7
exec #2
      1186                 0.0
      1178                11.5
      1166                12.0
      1162                12.9
      1157                13.4
      1140                13.8
      1134                14.2
      1118                15.2
      1115                16.2
      1100                16.6
      1091                23.9
      1089                28.7
      1085               345.1
      1076              1333.5
      1069              1348.2
      1068              1348.7
      1065              1352.6
exec #3
      1186                 0.0
      1184                10.9
      1169                11.5
      1132                12.0
      1131                12.5
      1124                13.9
      1120                15.0
      1110                15.5
      1109                26.7
      1107                34.6
      1105               141.3
      1103               145.1
      1101               145.5
      1086               146.0
      1082               251.9
exec #4
      1186                 0.0
      1184                10.9
      1167                11.4
      1144                11.9
      1140                13.5
      1114                14.4
      1112                14.9
      1110                17.4
      1089               122.4
      1088               583.2
      1085               585.7
exec #5
      1186                 0.0
      1151                10.5
      1147                12.2
      1140                13.2
      1131                13.6
      1125                14.6
      1109                15.1
      1098                17.8
      1097                18.8
      1081                19.4
      1066                24.3
      1062                29.8
      1056                30.8
      1048                36.8
      1038                37.3
      1035                38.7
      1031               691.6
exec #6
      1186                 0.0
      1147                10.9
      1131                11.8
      1116                14.2
      1106                15.7
      1105                53.4
      1100                56.4
      1097                57.4
      1093                65.2
      1088                81.3
      1085                84.2
      1071               349.4
      1067               364.4
      1064               365.9
      1060               367.4
      1057               372.6
exec #7
      1186                 0.0
      1166                12.6
      1142                13.1
      1137                15.1
      1122                15.6
      1112                16.6
      1110                21.0
      1105                89.2
      1101                93.2
      1096               142.9
      1089               155.2
      1085               231.2
      1071               353.4
      1063               365.2
      1060               367.2
      1057               383.2
exec #8
      1186                 0.0
      1168                 9.5
      1152                10.0
      1143                11.0
      1138                11.5
      1127                12.0
      1124                13.2
      1118                13.6
      1112                14.1
      1110                15.0
      1107                93.2
      1103               149.1
      1086               152.3
      1082               294.8
exec #9
      1186                 0.0
      1176                 9.0
      1139                 9.9
      1138                11.3
      1122                11.8
      1120                13.3
      1110                13.7
      1092               190.3
      1089               197.9
      1088               273.0
      1085               273.5
      1079              3036.4
      1076              3046.4
      1069              3055.7
      1065              3057.7
exec #10
      1186                 0.0
      1181                 9.2
      1146                 9.6
      1133                11.1
      1114                12.1
      1112                15.6
      1105                16.1
      1093                17.1
      1089                20.5
      1085               159.6

solutions/BRKGA/R05_20_01_01            1057            1065            1082            1085            1031            1057            1057            1082            1065            1085       36007.065
