        UB            Time(s)
exec #1
      1199                 0.0
      1170                92.2
exec #2
      1199                 0.0
      1170                88.4
      1162               122.9
exec #3
      1199                 0.0
      1198                95.9
      1190                98.0
      1178               100.0
      1170               102.1
exec #4
      1199                 0.0
      1196                91.9
      1180                93.7
      1177                95.8
      1170                97.7
exec #5
      1199                 0.0
      1185                93.3
      1170                99.5
      1169               264.3
      1162               291.7
exec #6
      1199                 0.0
      1194                98.7
      1178               100.7
      1170               104.8
exec #7
      1199                 0.0
      1186                90.3
      1178                94.4
      1170                96.5
exec #8
      1199                 0.0
      1195                87.6
      1190                93.7
      1186                95.6
      1170                99.7
      1162               109.9
exec #9
      1199                 0.0
      1188                94.7
      1183                96.8
      1178                98.8
      1170               102.9
exec #10
      1199                 0.0
      1178                92.9
      1170                94.9
      1169              2722.0
      1162              2758.1

solutions/BRKGA/R08_20_05_10            1170            1162            1170            1170            1162            1170            1170            1162            1170            1162       36036.539
