        UB            Time(s)
exec #1
       689                 0.0
       688                10.2
       680                12.1
exec #2
       689                 0.0
       688                 9.8
       680                11.0
exec #3
       689                 0.0
       680                11.8
exec #4
       689                 0.0
       680                11.5
exec #5
       689                 0.0
       688                10.7
       680                11.1
exec #6
       689                 0.0
       688                 9.4
       680                11.5
exec #7
       689                 0.0
       688                10.1
       680                11.7
exec #8
       689                 0.0
       680                11.0
exec #9
       689                 0.0
       680                11.1
exec #10
       689                 0.0
       680                10.8

solutions/BRKGA/R07_12_02_20             680             680             680             680             680             680             680             680             680             680       36004.890
