        UB            Time(s)
exec #1
       885                 0.0
       884                49.0
       864                49.8
       844                51.2
       834                53.4
       829                55.4
       824                56.2
       818               938.5
exec #2
       885                 0.0
       884                68.8
       867                70.9
       854                72.3
       849                73.0
       834                75.2
       824                76.6
       823              1292.3
       818              1303.4
       812              2549.3
exec #3
       885                 0.0
       879                58.1
       876                58.7
       853                60.0
       849                61.7
       834                62.3
       829                63.6
       824                64.2
       813               849.4
exec #4
       885                 0.0
       859                50.3
       834                53.8
       829                57.3
       824                59.5
       813              1201.1
exec #5
       885                 0.0
       872                52.6
       864                54.8
       849                56.9
       834                57.7
       829                60.5
       824                61.8
       818               806.6
exec #6
       885                 0.0
       879                49.5
       877                57.4
       867                58.1
       853                59.5
       834                60.1
       829                61.9
       824                63.3
exec #7
       885                 0.0
       864                56.2
       854                60.5
       844                61.3
       829                63.4
       824                64.9
       823                66.9
       813                81.2
exec #8
       885                 0.0
       880                55.4
       879                56.8
       859                57.5
       844                59.0
       829                60.3
       824                63.9
       818               292.0
       813               299.7
exec #9
       885                 0.0
       877                49.0
       868                49.7
       864                50.4
       855                51.1
       839                52.5
       824                53.2
       820               203.0
       817              1806.7
       812              1813.1
exec #10
       885                 0.0
       871                42.9
       861                44.3
       849                45.7
       834                46.4
       824                49.9
       813               595.2

solutions/BRKGA/R08_12_05_05             818             812             813             813             818             824             813             813             812             813       36012.160
